"","fips","county","candidate","votes"
"22370","48117","DEAF SMITH","Mitt Romney",3042
"22381","48119","DELTA","Mitt Romney",1524
"22392","48121","DENTON","Mitt Romney",157579
"22403","48123","DEWITT","Mitt Romney",5122
"22414","48125","DICKENS","Mitt Romney",793
"22425","48127","DIMMIT","Mitt Romney",762
"22436","48129","DONLEY","Mitt Romney",1287
"22447","48131","DUVAL","Mitt Romney",980
"22458","48133","EASTLAND","Mitt Romney",5444
"22469","48135","ECTOR","Mitt Romney",24010
"22480","48137","EDWARDS","Mitt Romney",642
"22491","48141","EL PASO","Mitt Romney",57150
"22502","48139","ELLIS","Mitt Romney",39574
"22513","48143","ERATH","Mitt Romney",10329
"22524","48145","FALLS","Mitt Romney",3356
"22535","48147","FANNIN","Mitt Romney",8161
"22546","48149","FAYETTE","Mitt Romney",8106
"22557","48151","FISHER","Mitt Romney",1094
"22568","48153","FLOYD","Mitt Romney",1523
"22579","48155","FOARD","Mitt Romney",348
"22590","48157","FORT BEND","Mitt Romney",116126
"22601","48159","FRANKLIN","Mitt Romney",3446
"22612","48161","FREESTONE","Mitt Romney",5646
"22623","48163","FRIO","Mitt Romney",1559
"22634","48165","GAINES","Mitt Romney",3484
"22645","48167","GALVESTON","Mitt Romney",69059
"22656","48169","GARZA","Mitt Romney",1263
"22667","48171","GILLESPIE","Mitt Romney",10306
"22678","48173","GLASSCOCK","Mitt Romney",526
"22689","48175","GOLIAD","Mitt Romney",2294
"22700","48177","GONZALES","Mitt Romney",4216
"22711","48179","GRAY","Mitt Romney",6443
"22722","48181","GRAYSON","Mitt Romney",30936
"22733","48183","GREGG","Mitt Romney",28742
"22744","48185","GRIMES","Mitt Romney",6141
"22755","48187","GUADALUPE","Mitt Romney",33117
"22766","48189","HALE","Mitt Romney",6490
"22777","48191","HALL","Mitt Romney",832
"22788","48193","HAMILTON","Mitt Romney",2918
"22799","48195","HANSFORD","Mitt Romney",1788
"22810","48197","HARDEMAN","Mitt Romney",1176
"22821","48199","HARDIN","Mitt Romney",17746
"22832","48201","HARRIS","Mitt Romney",586073
"22843","48203","HARRISON","Mitt Romney",17512
"22854","48205","HARTLEY","Mitt Romney",1708
"22865","48207","HASKELL","Mitt Romney",1424
"22876","48209","HAYS","Mitt Romney",31661
"22887","48211","HEMPHILL","Mitt Romney",1298
"22898","48213","HENDERSON","Mitt Romney",21231
"22909","48215","HIDALGO","Mitt Romney",39865
"22920","48217","HILL","Mitt Romney",9132
"22931","48219","HOCKLEY","Mitt Romney",5546
"22942","48221","HOOD","Mitt Romney",18409
"22953","48223","HOPKINS","Mitt Romney",9836
"22964","48225","HOUSTON","Mitt Romney",5880
"22975","48227","HOWARD","Mitt Romney",6453
"22986","48229","HUDSPETH","Mitt Romney",471
"22997","48231","HUNT","Mitt Romney",21011
"23008","48233","HUTCHINSON","Mitt Romney",6804
"23019","48235","IRION","Mitt Romney",668
"23030","48237","JACK","Mitt Romney",2580
"23041","48239","JACKSON","Mitt Romney",3906
"23052","48241","JASPER","Mitt Romney",9957
"23063","48243","JEFF DAVIS","Mitt Romney",719
"23074","48245","JEFFERSON","Mitt Romney",43242
"23085","48247","JIM HOGG","Mitt Romney",356
"23096","48249","JIM WELLS","Mitt Romney",4598
"23107","48251","JOHNSON","Mitt Romney",37661
"23118","48253","JONES","Mitt Romney",4262
"23129","48255","KARNES","Mitt Romney",2825
"23140","48257","KAUFMAN","Mitt Romney",24846
"23151","48259","KENDALL","Mitt Romney",14508
"23162","48261","KENEDY","Mitt Romney",84
"23173","48263","KENT","Mitt Romney",335
"23184","48265","KERR","Mitt Romney",17274
"23195","48267","KIMBLE","Mitt Romney",1667
"23206","48269","KING","Mitt Romney",139
"23217","48271","KINNEY","Mitt Romney",880
"23228","48273","KLEBERG","Mitt Romney",4058
"23239","48275","KNOX","Mitt Romney",1160
"23250","48277","LAMAR","Mitt Romney",12826
"23261","48279","LAMB","Mitt Romney",3058
"23272","48281","LAMPASAS","Mitt Romney",5621
"23283","48283","LA SALLE","Mitt Romney",669
"23294","48285","LAVACA","Mitt Romney",6796
"23305","48287","LEE","Mitt Romney",4507
"23316","48289","LEON","Mitt Romney",5814
"23327","48291","LIBERTY","Mitt Romney",17323
"23338","48293","LIMESTONE","Mitt Romney",5288
"23349","48295","LIPSCOMB","Mitt Romney",1044
"23360","48297","LIVE OAK","Mitt Romney",3154
"23371","48299","LLANO","Mitt Romney",7610
"23382","48301","LOVING","Mitt Romney",54
"23393","48303","LUBBOCK","Mitt Romney",63469
"23404","48305","LYNN","Mitt Romney",1439
"23415","48313","MADISON","Mitt Romney",3028
"23426","48315","MARION","Mitt Romney",2733
"23437","48317","MARTIN","Mitt Romney",1368
"23448","48319","MASON","Mitt Romney",1565
"23459","48321","MATAGORDA","Mitt Romney",8040
"23470","48323","MAVERICK","Mitt Romney",2171
"23481","48307","MCCULLOCH","Mitt Romney",2419
"23492","48309","MCLENNAN","Mitt Romney",47903
"23503","48311","MCMULLEN","Mitt Romney",431
"23514","48325","MEDINA","Mitt Romney",11079
"23525","48327","MENARD","Mitt Romney",665
"23536","48329","MIDLAND","Mitt Romney",35689
"23547","48331","MILAM","Mitt Romney",5481
"23558","48333","MILLS","Mitt Romney",1882
"23569","48335","MITCHELL","Mitt Romney",1756
"23580","48337","MONTAGUE","Mitt Romney",6549
"23591","48339","MONTGOMERY","Mitt Romney",137969
"23602","48341","MOORE","Mitt Romney",3968
"23613","48343","MORRIS","Mitt Romney",3232
"23624","48345","MOTLEY","Mitt Romney",538
"23635","48347","NACOGDOCHES","Mitt Romney",13925
"23646","48349","NAVARRO","Mitt Romney",10847
"23657","48351","NEWTON","Mitt Romney",4112
"23668","48353","NOLAN","Mitt Romney",3282
"23679","48355","NUECES","Mitt Romney",48966
"23690","48357","OCHILTREE","Mitt Romney",2719
"23701","48359","OLDHAM","Mitt Romney",790
"23712","48361","ORANGE","Mitt Romney",23366
"23723","48363","PALO PINTO","Mitt Romney",7393
"23734","48365","PANOLA","Mitt Romney",7950
"23745","48367","PARKER","Mitt Romney",39243
"23756","48369","PARMER","Mitt Romney",2011
"23767","48371","PECOS","Mitt Romney",2512
"23778","48373","POLK","Mitt Romney",14071
"23789","48375","POTTER","Mitt Romney",18918
"23800","48377","PRESIDIO","Mitt Romney",504
"23811","48379","RAINS","Mitt Romney",3279
"23822","48381","RANDALL","Mitt Romney",41447
"23833","48383","REAGAN","Mitt Romney",676
"23844","48385","REAL","Mitt Romney",1236
"23855","48387","RED RIVER","Mitt Romney",3549
"23866","48389","REEVES","Mitt Romney",1188
"23877","48391","REFUGIO","Mitt Romney",1663
"23888","48393","ROBERTS","Mitt Romney",468
"23899","48395","ROBERTSON","Mitt Romney",4419
"23910","48397","ROCKWALL","Mitt Romney",27113
"23921","48399","RUNNELS","Mitt Romney",3104
"23932","48401","RUSK","Mitt Romney",13924
"23943","48403","SABINE","Mitt Romney",3727
"23954","48405","SAN AUGUSTINE","Mitt Romney",2469
"23965","48407","SAN JACINTO","Mitt Romney",7107
"23976","48409","SAN PATRICIO","Mitt Romney",12005
"23987","48411","SAN SABA","Mitt Romney",1905
"23998","48413","SCHLEICHER","Mitt Romney",787
"24009","48415","SCURRY","Mitt Romney",4124
"24020","48417","SHACKELFORD","Mitt Romney",1218
"24031","48419","SHELBY","Mitt Romney",6879
"24042","48421","SHERMAN","Mitt Romney",908
"24053","48423","SMITH","Mitt Romney",57331
"24064","48425","SOMERVELL","Mitt Romney",2871
"24075","48427","STARR","Mitt Romney",1547
"24086","48429","STEPHENS","Mitt Romney",2892
"24097","48431","STERLING","Mitt Romney",459
"24108","48433","STONEWALL","Mitt Romney",507
"24119","48435","SUTTON","Mitt Romney",1110
"24130","48437","SWISHER","Mitt Romney",1655
"24141","48439","TARRANT","Mitt Romney",348920
"24152","48441","TAYLOR","Mitt Romney",32904
"24163","48443","TERRELL","Mitt Romney",358
"24174","48445","TERRY","Mitt Romney",2602
"24185","48447","THROCKMORTON","Mitt Romney",700
"24196","48449","TITUS","Mitt Romney",6084
"24207","48451","TOM GREEN","Mitt Romney",26878
"24218","48453","TRAVIS","Mitt Romney",140152
"24229","48455","TRINITY","Mitt Romney",4537
"24240","48457","TYLER","Mitt Romney",5910
"24251","48459","UPSHUR","Mitt Romney",12015
"24262","48461","UPTON","Mitt Romney",953
"24273","48463","UVALDE","Mitt Romney",4529
"24284","48465","VAL VERDE","Mitt Romney",5635
"24295","48467","VAN ZANDT","Mitt Romney",15794
"24306","48469","VICTORIA","Mitt Romney",19692
"24317","48471","WALKER","Mitt Romney",12140
"24328","48473","WALLER","Mitt Romney",9244
"24339","48475","WARD","Mitt Romney",2366
"24350","48477","WASHINGTON","Mitt Romney",10857
"24361","48479","WEBB","Mitt Romney",11078
"24372","48481","WHARTON","Mitt Romney",9750
"24383","48483","WHEELER","Mitt Romney",1878
"24394","48485","WICHITA","Mitt Romney",29812
"24405","48487","WILBARGER","Mitt Romney",2956
"24416","48489","WILLACY","Mitt Romney",1416
"24427","48491","WILLIAMSON","Mitt Romney",97006
"24438","48493","WILSON","Mitt Romney",12218
"24449","48495","WINKLER","Mitt Romney",1311
"24460","48497","WISE","Mitt Romney",17207
"24471","48499","WOOD","Mitt Romney",14351
"24482","48501","YOAKUM","Mitt Romney",1698
"24493","48503","YOUNG","Mitt Romney",6225
"24504","48505","ZAPATA","Mitt Romney",997
"24515","48507","ZAVALA","Mitt Romney",574
"24529","49001","Beaver","Mitt Romney, Paul Ryan (R)",2174
"24536","49003","Box Elder","Mitt Romney, Paul Ryan (R)",17101
"24545","49005","Cache","Mitt Romney, Paul Ryan (R)",35039
"24552","49007","Carbon","Mitt Romney, Paul Ryan (R)",5090
"24559","49009","Daggett","Mitt Romney, Paul Ryan (R)",406
"24566","49011","Davis","Mitt Romney, Paul Ryan (R)",96861
"24574","49013","Duchesne","Mitt Romney, Paul Ryan (R)",5698
"24581","49015","Emery","Mitt Romney, Paul Ryan (R)",3777
"24588","49017","Garfield","Mitt Romney, Paul Ryan (R)",1832
"24595","49019","Grand","Mitt Romney, Paul Ryan (R)",1996
"24602","49021","Iron","Mitt Romney, Paul Ryan (R)",14200
"24609","49023","Juab","Mitt Romney, Paul Ryan (R)",3448
"24616","49025","Kane","Mitt Romney, Paul Ryan (R)",2522
"24623","49027","Millard","Mitt Romney, Paul Ryan (R)",4478
"24630","49029","Morgan","Mitt Romney, Paul Ryan (R)",4114
"24637","49031","Piute","Mitt Romney, Paul Ryan (R)",697
"24644","49033","Rich","Mitt Romney, Paul Ryan (R)",915
"24651","49035","Salt Lake","Mitt Romney, Paul Ryan (R)",223811
"24665","49037","San Juan","Mitt Romney, Paul Ryan (R)",3074
"24672","49039","Sanpete","Mitt Romney, Paul Ryan (R)",8406
"24679","49041","Sevier","Mitt Romney, Paul Ryan (R)",7207
"24686","49043","Summit","Mitt Romney, Paul Ryan (R)",8884
"24693","49045","Tooele","Mitt Romney, Paul Ryan (R)",14268
"24700","49047","Uintah","Mitt Romney, Paul Ryan (R)",10421
"24707","49049","Utah","Mitt Romney, Paul Ryan (R)",156950
"24719","49051","Wasatch","Mitt Romney, Paul Ryan (R)",7220
"24726","49053","Washington","Mitt Romney, Paul Ryan (R)",44698
"24733","49055","Wayne","Mitt Romney, Paul Ryan (R)",1089
"24740","49057","Weber","Mitt Romney, Paul Ryan (R)",54224
"24746","51001","ACCOMACK","Mitt Romney",8213
"24752","51003","ALBEMARLE","Mitt Romney",23297
"24758","51005","ALLEGHANY","Mitt Romney",3595
"24764","51007","AMELIA","Mitt Romney",4331
"24770","51009","AMHERST","Mitt Romney",8876
"24776","51011","APPOMATTOX","Mitt Romney",5340
"24782","51013","ARLINGTON","Mitt Romney",34474
"24788","51015","AUGUSTA","Mitt Romney",23624
"24794","51017","BATH","Mitt Romney",1274
"24800","51019","BEDFORD COUNTY","Mitt Romney",26679
"24806","51021","BLAND","Mitt Romney",2144
"24812","51023","BOTETOURT","Mitt Romney",12479
"24818","51025","BRUNSWICK","Mitt Romney",2968
"24824","51027","BUCHANAN","Mitt Romney",6436
"24830","51029","BUCKINGHAM","Mitt Romney",3569
"24836","51031","CAMPBELL","Mitt Romney",17695
"24842","51033","CAROLINE","Mitt Romney",6151
"24848","51035","CARROLL","Mitt Romney",8736
"24854","51036","CHARLES CITY","Mitt Romney",1396
"24860","51037","CHARLOTTE","Mitt Romney",3311
"24866","51041","CHESTERFIELD","Mitt Romney",90934
"24872","51043","CLARKE","Mitt Romney",4296
"24878","51045","CRAIG","Mitt Romney",1757
"24884","51047","CULPEPER","Mitt Romney",11580
"24890","51049","CUMBERLAND","Mitt Romney",2538
"24896","51051","DICKENSON","Mitt Romney",4274
"24902","51053","DINWIDDIE","Mitt Romney",6875
"24908","51057","ESSEX","Mitt Romney",2602
"24914","51059","FAIRFAX COUNTY","Mitt Romney",206773
"24920","51061","FAUQUIER","Mitt Romney",21034
"24926","51063","FLOYD","Mitt Romney",4673
"24932","51065","FLUVANNA","Mitt Romney",6678
"24938","51067","FRANKLIN COUNTY","Mitt Romney",16718
"24944","51069","FREDERICK","Mitt Romney",22858
"24950","51071","GILES","Mitt Romney",4660
"24956","51073","GLOUCESTER","Mitt Romney",12137
"24962","51075","GOOCHLAND","Mitt Romney",8448
"24968","51077","GRAYSON","Mitt Romney",4801
"24974","51079","GREENE","Mitt Romney",5569
"24980","51081","GREENSVILLE","Mitt Romney",1766
"24986","51083","HALIFAX","Mitt Romney",8694
"24992","51085","HANOVER","Mitt Romney",39940
"24998","51087","HENRICO","Mitt Romney",70449
"25004","51089","HENRY","Mitt Romney",13984
"25010","51091","HIGHLAND","Mitt Romney",924
"25016","51093","ISLE OF WIGHT","Mitt Romney",11802
"25022","51095","JAMES CITY","Mitt Romney",22843
"25028","51097","KING AND QUEEN","Mitt Romney",1865
"25034","51099","KING GEORGE","Mitt Romney",6604
"25040","51101","KING WILLIAM","Mitt Romney",5466
"25046","51103","LANCASTER","Mitt Romney",3753
"25052","51105","LEE","Mitt Romney",6847
"25058","51107","LOUDOUN","Mitt Romney",75292
"25064","51109","LOUISA","Mitt Romney",9215
"25070","51111","LUNENBURG","Mitt Romney",2969
"25076","51113","MADISON","Mitt Romney",3869
"25082","51115","MATHEWS","Mitt Romney",3488
"25088","51117","MECKLENBURG","Mitt Romney",7973
"25094","51119","MIDDLESEX","Mitt Romney",3619
"25100","51121","MONTGOMERY","Mitt Romney",20006
"25106","51125","NELSON","Mitt Romney",3947
"25112","51127","NEW KENT","Mitt Romney",7246
"25118","51131","NORTHAMPTON","Mitt Romney",2676
"25124","51133","NORTHUMBERLAND","Mitt Romney",4310
"25130","51135","NOTTOWAY","Mitt Romney",3409
"25136","51137","ORANGE","Mitt Romney",9244
"25142","51139","PAGE","Mitt Romney",6344
"25148","51141","PATRICK","Mitt Romney",5622
"25154","51143","PITTSYLVANIA","Mitt Romney",19263
"25160","51145","POWHATAN","Mitt Romney",11200
"25166","51147","PRINCE EDWARD","Mitt Romney",3952
"25172","51149","PRINCE GEORGE","Mitt Romney",8879
"25178","51153","PRINCE WILLIAM","Mitt Romney",74458
"25184","51155","PULASKI","Mitt Romney",8920
"25190","51157","RAPPAHANNOCK","Mitt Romney",2311
"25196","51159","RICHMOND COUNTY","Mitt Romney",2160
"25202","51161","ROANOKE COUNTY","Mitt Romney",31624
"25208","51163","ROCKBRIDGE","Mitt Romney",5898
"25214","51165","ROCKINGHAM","Mitt Romney",24186
"25220","51167","RUSSELL","Mitt Romney",8180
"25226","51169","SCOTT","Mitt Romney",7439
"25232","51171","SHENANDOAH","Mitt Romney",12538
"25238","51173","SMYTH","Mitt Romney",8379
"25244","51175","SOUTHAMPTON","Mitt Romney",4733
"25250","51177","SPOTSYLVANIA","Mitt Romney",31844
"25256","51179","STAFFORD","Mitt Romney",32480
"25262","51181","SURRY","Mitt Romney",1671
"25268","51183","SUSSEX","Mitt Romney",2021
"25274","51185","TAZEWELL","Mitt Romney",13843
"25280","51187","WARREN","Mitt Romney",9869
"25286","51191","WASHINGTON","Mitt Romney",18141
"25292","51193","WESTMORELAND","Mitt Romney",3731
"25298","51195","WISE","Mitt Romney",11076
"25304","51197","WYTHE","Mitt Romney",8324
"25310","51199","YORK","Mitt Romney",20204
"25316","51510","ALEXANDRIA","Mitt Romney",20249
"25322","51515","BEDFORD CITY","Mitt Romney",1527
"25328","51520","BRISTOL","Mitt Romney",4780
"25334","51530","BUENA VISTA","Mitt Romney",1564
"25340","51540","CHARLOTTESVILLE","Mitt Romney",4844
"25346","51550","CHESAPEAKE","Mitt Romney",53900
"25352","51570","COLONIAL HEIGHTS","Mitt Romney",5941
"25358","51580","COVINGTON","Mitt Romney",975
"25364","51590","DANVILLE","Mitt Romney",7763
"25370","51595","EMPORIA","Mitt Romney",886
"25376","51600","FAIRFAX CITY","Mitt Romney",4775
"25382","51610","FALLS CHURCH","Mitt Romney",2147
"25388","51620","FRANKLIN CITY","Mitt Romney",1496
"25394","51630","FREDERICKSBURG","Mitt Romney",4060
"25400","51640","GALAX","Mitt Romney",1332
"25406","51650","HAMPTON","Mitt Romney",18640
"25412","51660","HARRISONBURG","Mitt Romney",6565
"25418","51670","HOPEWELL","Mitt Romney",3739
"25424","51678","LEXINGTON","Mitt Romney",1146
"25430","51680","LYNCHBURG","Mitt Romney",19806
"25436","51683","MANASSAS","Mitt Romney",6463
"25442","51685","MANASSAS PARK","Mitt Romney",1699
"25448","51690","MARTINSVILLE","Mitt Romney",2312
"25454","51700","NEWPORT NEWS","Mitt Romney",27230
"25460","51710","NORFOLK","Mitt Romney",23147
"25466","51720","NORTON","Mitt Romney",895
"25472","51730","PETERSBURG","Mitt Romney",1527
"25478","51735","POQUOSON","Mitt Romney",5312
"25484","51740","PORTSMOUTH","Mitt Romney",12858
"25490","51750","RADFORD","Mitt Romney",2520
"25496","51760","RICHMOND CITY","Mitt Romney",20050
"25502","51770","ROANOKE CITY","Mitt Romney",14991
"25508","51775","SALEM","Mitt Romney",7299
"25514","51790","STAUNTON","Mitt Romney",5272
"25520","51800","SUFFOLK","Mitt Romney",17820
"25526","51810","VIRGINIA BEACH","Mitt Romney",99291
"25532","51820","WAYNESBORO","Mitt Romney",4790
"25538","51830","WILLIAMSBURG","Mitt Romney",2682
"25544","51840","WINCHESTER","Mitt Romney",4946
"25555","50001","Addison","Romney",5203
"25561","50003","Bennington","Romney",5687
"25567","50005","Caledonia","Romney",5088
"25573","50007","Chittenden","Romney",21571
"25579","50009","Essex","Romney",1164
"25585","50011","Franklin","Romney",7405
"25591","50013","Grand Isle","Romney",1471
"25597","50015","Lamoille","Romney",3342
"25603","50017","Orange","Romney",4588
"25609","50019","Orleans","Romney",4306
"25615","50021","Rutland","Romney",10835
"25621","50023","Washington","Romney",8093
"25627","50025","Windham","Romney",5347
"25633","50027","Windsor","Romney",8598
"25637","53001","Adams","Mitt Romney / Paul Ryan",3171
"25645","53003","Asotin","Mitt Romney / Paul Ryan",5654
"25653","53005","Benton","Mitt Romney / Paul Ryan",49461
"25661","53007","Chelan","Mitt Romney / Paul Ryan",18402
"25669","53009","Clallam","Mitt Romney / Paul Ryan",18437
"25677","53011","Clark","Mitt Romney / Paul Ryan",92951
"25685","53013","Columbia","Mitt Romney / Paul Ryan",1568
"25693","53015","Cowlitz","Mitt Romney / Paul Ryan",20746
"25701","53017","Douglas","Mitt Romney / Paul Ryan",9425
"25709","53019","Ferry","Mitt Romney / Paul Ryan",1995
"25717","53021","Franklin","Mitt Romney / Paul Ryan",13748
"25725","53023","Garfield","Mitt Romney / Paul Ryan",913
"25733","53025","Grant","Mitt Romney / Paul Ryan",17852
"25741","53027","Grays Harbor","Mitt Romney / Paul Ryan",11914
"25749","53029","Island","Mitt Romney / Paul Ryan",19605
"25757","53031","Jefferson","Mitt Romney / Paul Ryan",6405
"25765","53033","King","Mitt Romney / Paul Ryan",275700
"25773","53035","Kitsap","Mitt Romney / Paul Ryan",52846
"25781","53037","Kittitas","Mitt Romney / Paul Ryan",9782
"25789","53039","Klickitat","Mitt Romney / Paul Ryan",5316
"25797","53041","Lewis","Mitt Romney / Paul Ryan",20452
"25805","53043","Lincoln","Mitt Romney / Paul Ryan",4063
"25813","53045","Mason","Mitt Romney / Paul Ryan",12761
"25821","53047","Okanogan","Mitt Romney / Paul Ryan",9221
"25829","53049","Pacific","Mitt Romney / Paul Ryan",4499
"25837","53051","Pend Oreille","Mitt Romney / Paul Ryan",3952
"25845","53053","Pierce","Mitt Romney / Paul Ryan",148467
"25853","53055","San Juan","Mitt Romney / Paul Ryan",3111
"25861","53057","Skagit","Mitt Romney / Paul Ryan",25071
"25869","53059","Skamania","Mitt Romney / Paul Ryan",2687
"25877","53061","Snohomish","Mitt Romney / Paul Ryan",133016
"25885","53063","Spokane","Mitt Romney / Paul Ryan",115285
"25893","53065","Stevens","Mitt Romney / Paul Ryan",13691
"25901","53067","Thurston","Mitt Romney / Paul Ryan",49287
"25909","53069","Wahkiakum","Mitt Romney / Paul Ryan",1119
"25917","53071","Walla Walla","Mitt Romney / Paul Ryan",14648
"25925","53073","Whatcom","Mitt Romney / Paul Ryan",42703
"25933","53075","Whitman","Mitt Romney / Paul Ryan",8507
"25941","53077","Yakima","Mitt Romney / Paul Ryan",42239
"25949","55001","ADAMS","MITT ROMNEY/PAUL RYAN",4644
"25959","55003","ASHLAND","MITT ROMNEY/PAUL RYAN",2820
"25969","55005","BARRON","MITT ROMNEY/PAUL RYAN",11443
"25979","55007","BAYFIELD","MITT ROMNEY/PAUL RYAN",3603
"25989","55009","BROWN","MITT ROMNEY/PAUL RYAN",64836
"25999","55011","BUFFALO","MITT ROMNEY/PAUL RYAN",3364
"26009","55013","BURNETT","MITT ROMNEY/PAUL RYAN",4550
"26019","55015","CALUMET","MITT ROMNEY/PAUL RYAN",14539
"26029","55017","CHIPPEWA","MITT ROMNEY/PAUL RYAN",15322
"26039","55019","CLARK","MITT ROMNEY/PAUL RYAN",7412
"26049","55021","COLUMBIA","MITT ROMNEY/PAUL RYAN",13026
"26059","55023","CRAWFORD","MITT ROMNEY/PAUL RYAN",3067
"26069","55025","DANE","MITT ROMNEY/PAUL RYAN",83644
"26079","55027","DODGE","MITT ROMNEY/PAUL RYAN",25211
"26089","55029","DOOR","MITT ROMNEY/PAUL RYAN",8121
"26099","55031","DOUGLAS","MITT ROMNEY/PAUL RYAN",7705
"26109","55033","DUNN","MITT ROMNEY/PAUL RYAN",10224
"26119","55035","EAU CLAIRE","MITT ROMNEY/PAUL RYAN",23256
"26129","55037","FLORENCE","MITT ROMNEY/PAUL RYAN",1645
"26139","55039","FOND DU LAC","MITT ROMNEY/PAUL RYAN",30355
"26149","55041","FOREST","MITT ROMNEY/PAUL RYAN",2172
"26159","55043","GRANT","MITT ROMNEY/PAUL RYAN",10255
"26169","55045","GREEN","MITT ROMNEY/PAUL RYAN",7857
"26179","55047","GREEN LAKE","MITT ROMNEY/PAUL RYAN",5782
"26189","55049","IOWA","MITT ROMNEY/PAUL RYAN",4287
"26199","55051","IRON","MITT ROMNEY/PAUL RYAN",1790
"26209","55053","JACKSON","MITT ROMNEY/PAUL RYAN",3900
"26219","55055","JEFFERSON","MITT ROMNEY/PAUL RYAN",23517
"26229","55057","JUNEAU","MITT ROMNEY/PAUL RYAN",5411
"26239","55059","KENOSHA","MITT ROMNEY/PAUL RYAN",34977
"26249","55061","KEWAUNEE","MITT ROMNEY/PAUL RYAN",5747
"26259","55063","LA CROSSE","MITT ROMNEY/PAUL RYAN",25751
"26269","55065","LAFAYETTE","MITT ROMNEY/PAUL RYAN",3314
"26279","55067","LANGLADE","MITT ROMNEY/PAUL RYAN",5816
"26289","55069","LINCOLN","MITT ROMNEY/PAUL RYAN",7455
"26299","55071","MANITOWOC","MITT ROMNEY/PAUL RYAN",21604
"26309","55073","MARATHON","MITT ROMNEY/PAUL RYAN",36617
"26319","55075","MARINETTE","MITT ROMNEY/PAUL RYAN",10619
"26329","55077","MARQUETTE","MITT ROMNEY/PAUL RYAN",3992
"26339","55078","MENOMINEE","MITT ROMNEY/PAUL RYAN",179
"26349","55079","MILWAUKEE","MITT ROMNEY/PAUL RYAN",154924
"26359","55081","MONROE","MITT ROMNEY/PAUL RYAN",9675
"26369","55083","OCONTO","MITT ROMNEY/PAUL RYAN",10741
"26379","55085","ONEIDA","MITT ROMNEY/PAUL RYAN",10917
"26389","55087","OUTAGAMIE","MITT ROMNEY/PAUL RYAN",47372
"26399","55089","OZAUKEE","MITT ROMNEY/PAUL RYAN",36077
"26409","55091","PEPIN","MITT ROMNEY/PAUL RYAN",1794
"26419","55093","PIERCE","MITT ROMNEY/PAUL RYAN",10397
"26429","55095","POLK","MITT ROMNEY/PAUL RYAN",12094
"26439","55097","PORTAGE","MITT ROMNEY/PAUL RYAN",16615
"26449","55099","PRICE","MITT ROMNEY/PAUL RYAN",3884
"26459","55101","RACINE","MITT ROMNEY/PAUL RYAN",49347
"26469","55103","RICHLAND","MITT ROMNEY/PAUL RYAN",3573
"26479","55105","ROCK","MITT ROMNEY/PAUL RYAN",30517
"26489","55107","RUSK","MITT ROMNEY/PAUL RYAN",3676
"26499","55111","SAUK","MITT ROMNEY/PAUL RYAN",12838
"26509","55113","SAWYER","MITT ROMNEY/PAUL RYAN",4442
"26519","55115","SHAWANO","MITT ROMNEY/PAUL RYAN",11022
"26529","55117","SHEBOYGAN","MITT ROMNEY/PAUL RYAN",34072
"26539","55109","ST. CROIX","MITT ROMNEY/PAUL RYAN",25503
"26549","55119","TAYLOR","MITT ROMNEY/PAUL RYAN",5601
"26559","55121","TREMPEALEAU","MITT ROMNEY/PAUL RYAN",5707
"26569","55123","VERNON","MITT ROMNEY/PAUL RYAN",5942
"26579","55125","VILAS","MITT ROMNEY/PAUL RYAN",7749
"26589","55127","WALWORTH","MITT ROMNEY/PAUL RYAN",29006
"26599","55129","WASHBURN","MITT ROMNEY/PAUL RYAN",4699
"26609","55131","WASHINGTON","MITT ROMNEY/PAUL RYAN",54765
"26619","55133","WAUKESHA","MITT ROMNEY/PAUL RYAN",162798
"26629","55135","WAUPACA","MITT ROMNEY/PAUL RYAN",17002
"26639","55137","WAUSHARA","MITT ROMNEY/PAUL RYAN",6562
"26649","55139","WINNEBAGO","MITT ROMNEY/PAUL RYAN",42122
"26659","55141","WOOD","MITT ROMNEY/PAUL RYAN",19704
"26673","54001","Barbour","MITT ROMNEY",3824
"26678","54003","Berkeley","MITT ROMNEY",22156
"26683","54005","Boone","MITT ROMNEY",5467
"26688","54007","Braxton","MITT ROMNEY",2725
"26693","54009","Brooke","MITT ROMNEY",5060
"26698","54011","Cabell","MITT ROMNEY",17985
"26703","54013","Calhoun","MITT ROMNEY",1319
"26708","54015","Clay","MITT ROMNEY",1971
"26713","54017","Doddridge","MITT ROMNEY",2130
"26718","54019","Fayette","MITT ROMNEY",8350
"26723","54021","Gilmer","MITT ROMNEY",1595
"26728","54023","Grant","MITT ROMNEY",3783
"26733","54025","Greenbrier","MITT ROMNEY",7930
"26738","54027","Hampshire","MITT ROMNEY",5523
"26743","54029","Hancock","MITT ROMNEY",7226
"26748","54031","Hardy","MITT ROMNEY",3536
"26753","54033","Harrison","MITT ROMNEY",15876
"26758","54035","Jackson","MITT ROMNEY",7408
"26763","54037","Jefferson","MITT ROMNEY",11258
"26768","54039","Kanawha","MITT ROMNEY",41364
"26773","54041","Lewis","MITT ROMNEY",4375
"26778","54043","Lincoln","MITT ROMNEY",4383
"26783","54045","Logan","MITT ROMNEY",8222
"26788","54049","Marion","MITT ROMNEY",12054
"26793","54051","Marshall","MITT ROMNEY",8135
"26798","54053","Mason","MITT ROMNEY",5741
"26803","54047","McDowell","MITT ROMNEY",3959
