"","fips","county","candidate","votes"
"883","06005","Amador","Barack Obama",6830
"897","06007","Butte","Barack Obama",42669
"911","06009","Calaveras","Barack Obama",8670
"925","06011","Colusa","Barack Obama",2314
"939","06013","Contra Costa","Barack Obama",290824
"953","06015","Del Norte","Barack Obama",3791
"967","06017","El Dorado","Barack Obama",35166
"981","06019","Fresno","Barack Obama",129129
"995","06021","Glenn","Barack Obama",3301
"1009","06023","Humboldt","Barack Obama",34457
"1023","06025","Imperial","Barack Obama",25136
"1037","06027","Inyo","Barack Obama",3422
"1051","06029","Kern","Barack Obama",89495
"1065","06031","Kings","Barack Obama",12979
"1079","06033","Lake","Barack Obama",13163
"1093","06035","Lassen","Barack Obama",3053
"1107","06037","Los Angeles","Barack Obama",2216903
"1121","06039","Madera","Barack Obama",16018
"1135","06041","Marin","Barack Obama",99896
"1149","06043","Mariposa","Barack Obama",3498
"1163","06045","Mendocino","Barack Obama",23193
"1177","06047","Merced","Barack Obama",33005
"1191","06049","Modoc","Barack Obama",1111
"1205","06051","Mono","Barack Obama",2733
"1219","06053","Monterey","Barack Obama",82920
"1233","06055","Napa","Barack Obama",35870
"1247","06057","Nevada","Barack Obama",24663
"1261","06059","Orange","Barack Obama",512440
"1275","06061","Placer","Barack Obama",66818
"1289","06063","Plumas","Barack Obama",4026
"1303","06065","Riverside","Barack Obama",329063
"1317","06067","Sacramento","Barack Obama",300503
"1331","06069","San Benito","Barack Obama",11276
"1345","06071","San Bernardino","Barack Obama",305109
"1359","06073","San Diego","Barack Obama",626957
"1373","06075","San Francisco","Barack Obama",301723
"1387","06077","San Joaquin","Barack Obama",114121
"1401","06079","San Luis Obispo","Barack Obama",61258
"1415","06081","San Mateo","Barack Obama",206085
"1429","06083","Santa Barbara","Barack Obama",94129
"1443","06085","Santa Clara","Barack Obama",450818
"1457","06087","Santa Cruz","Barack Obama",90805
"1471","06089","Shasta","Barack Obama",25819
"1485","06091","Sierra","Barack Obama",653
"1499","06093","Siskiyou","Barack Obama",8046
"1513","06095","Solano","Barack Obama",96783
"1527","06097","Sonoma","Barack Obama",153942
"1541","06099","Stanislaus","Barack Obama",77724
"1555","06101","Sutter","Barack Obama",12192
"1569","06103","Tehama","Barack Obama",7934
"1583","06105","Trinity","Barack Obama",2674
"1597","06107","Tulare","Barack Obama",41752
"1611","06109","Tuolumne","Barack Obama",9998
"1625","06111","Ventura","Barack Obama",170929
"1639","06113","Yolo","Barack Obama",48715
"1653","06115","Yuba","Barack Obama",7711
"1732","08001","Adams","Barack Obama / Joe Biden",100649
"1733","08003","Alamosa","Barack Obama / Joe Biden",3811
"1734","08005","Arapahoe","Barack Obama / Joe Biden",153905
"1735","08007","Archuleta","Barack Obama / Joe Biden",2679
"1736","08009","Baca","Barack Obama / Joe Biden",467
"1737","08011","Bent","Barack Obama / Joe Biden",815
"1738","08013","Boulder","Barack Obama / Joe Biden",125091
"1739","08014","Broomfield","Barack Obama / Joe Biden",16966
"1740","08015","Chaffee","Barack Obama / Joe Biden",5086
"1741","08017","Cheyenne","Barack Obama / Joe Biden",172
"1742","08019","Clear Creek","Barack Obama / Joe Biden",3119
"1743","08021","Conejos","Barack Obama / Joe Biden",2213
"1744","08023","Costilla","Barack Obama / Joe Biden",1340
"1745","08025","Crowley","Barack Obama / Joe Biden",535
"1746","08027","Custer","Barack Obama / Joe Biden",868
"1747","08029","Delta","Barack Obama / Joe Biden",4622
"1748","08031","Denver","Barack Obama / Joe Biden",222018
"1749","08033","Dolores","Barack Obama / Joe Biden",334
"1750","08035","Douglas","Barack Obama / Joe Biden",61094
"1751","08037","Eagle","Barack Obama / Joe Biden",12792
"1752","08041","El Paso","Barack Obama / Joe Biden",111819
"1753","08039","Elbert","Barack Obama / Joe Biden",3603
"1754","08043","Fremont","Barack Obama / Joe Biden",6704
"1755","08045","Garfield","Barack Obama / Joe Biden",11305
"1756","08047","Gilpin","Barack Obama / Joe Biden",1892
"1757","08049","Grand","Barack Obama / Joe Biden",3684
"1758","08051","Gunnison","Barack Obama / Joe Biden",5044
"1759","08053","Hinsdale","Barack Obama / Joe Biden",229
"1760","08055","Huerfano","Barack Obama / Joe Biden",1953
"1761","08057","Jackson","Barack Obama / Joe Biden",216
"1762","08059","Jefferson","Barack Obama / Joe Biden",159296
"1763","08061","Kiowa","Barack Obama / Joe Biden",118
"1764","08063","Kit Carson","Barack Obama / Joe Biden",838
"1765","08067","La Plata","Barack Obama / Joe Biden",15489
"1766","08065","Lake","Barack Obama / Joe Biden",1839
"1767","08069","Larimer","Barack Obama / Joe Biden",92747
"1768","08071","Las Animas","Barack Obama / Joe Biden",3445
"1769","08073","Lincoln","Barack Obama / Joe Biden",552
"1770","08075","Logan","Barack Obama / Joe Biden",2712
"1771","08077","Mesa","Barack Obama / Joe Biden",23846
"1772","08079","Mineral","Barack Obama / Joe Biden",291
"1773","08081","Moffat","Barack Obama / Joe Biden",1330
"1774","08083","Montezuma","Barack Obama / Joe Biden",4542
"1775","08085","Montrose","Barack Obama / Joe Biden",6138
"1776","08087","Morgan","Barack Obama / Joe Biden",3912
"1777","08089","Otero","Barack Obama / Joe Biden",3647
"1778","08091","Ouray","Barack Obama / Joe Biden",1646
"1779","08093","Park","Barack Obama / Joe Biden",3862
"1780","08095","Phillips","Barack Obama / Joe Biden",588
"1781","08097","Pitkin","Barack Obama / Joe Biden",6849
"1782","08099","Prowers","Barack Obama / Joe Biden",1519
"1783","08101","Pueblo","Barack Obama / Joe Biden",42551
"1784","08103","Rio Blanco","Barack Obama / Joe Biden",568
"1785","08105","Rio Grande","Barack Obama / Joe Biden",2478
"1786","08107","Routt","Barack Obama / Joe Biden",7547
"1787","08109","Saguache","Barack Obama / Joe Biden",1864
"1788","08111","San Juan","Barack Obama / Joe Biden",266
"1789","08113","San Miguel","Barack Obama / Joe Biden",2992
"1790","08115","Sedgwick","Barack Obama / Joe Biden",419
"1791","08117","Summit","Barack Obama / Joe Biden",9347
"1792","08119","Teller","Barack Obama / Joe Biden",4333
"1793","08121","Washington","Barack Obama / Joe Biden",468
"1794","08123","Weld","Barack Obama / Joe Biden",49050
"1795","08125","Yuma","Barack Obama / Joe Biden",987
"2694","09001","Fairfield","Obama and Biden",217294
"2698","09003","Hartford","Obama and Biden",244639
"2702","09005","Litchfield","Obama and Biden",43856
"2706","09007","Middlesex","Obama and Biden",47855
"2710","09009","New Haven","Obama and Biden",218972
"2714","09011","New london","Obama and Biden",67144
"2718","09013","Tolland","Obama and Biden",39366
"2722","09015","Windham","Obama and Biden",25957
"2726","11001","District of Columbia","Obama",267070
"2732","10003","New Castle","OBAMA BARACK",167082
"2733","10001","Kent","OBAMA BARACK",35527
"2734","10005","Sussex","OBAMA BARACK",39975
"2746","12001","Alachua","Obama / Biden (DEM)",69699
"2764","12003","Baker","Obama / Biden (DEM)",2311
"2782","12005","Bay","Obama / Biden (DEM)",22051
"2800","12007","Bradford","Obama / Biden (DEM)",3325
"2818","12009","Brevard","Obama / Biden (DEM)",122993
"2836","12011","Broward","Obama / Biden (DEM)",508312
"2854","12013","Calhoun","Obama / Biden (DEM)",1664
"2872","12015","Charlotte","Obama / Biden (DEM)",35906
"2890","12017","Citrus","Obama / Biden (DEM)",28460
"2908","12019","Clay","Obama / Biden (DEM)",25759
"2926","12021","Collier","Obama / Biden (DEM)",51698
"2944","12023","Columbia","Obama / Biden (DEM)",8462
"2962","12027","Desoto","Obama / Biden (DEM)",4174
"2980","12029","Dixie","Obama / Biden (DEM)",1798
"2998","12031","Duval","Obama / Biden (DEM)",196737
"3016","12033","Escambia","Obama / Biden (DEM)",58185
"3034","12035","Flagler","Obama / Biden (DEM)",23207
"3052","12037","Franklin","Obama / Biden (DEM)",1845
"3070","12039","Gadsden","Obama / Biden (DEM)",15770
"3088","12041","Gilchrist","Obama / Biden (DEM)",1885
"3106","12043","Glades","Obama / Biden (DEM)",1603
"3124","12045","Gulf","Obama / Biden (DEM)",2014
"3142","12047","Hamilton","Obama / Biden (DEM)",2228
"3160","12049","Hardee","Obama / Biden (DEM)",2463
"3178","12051","Hendry","Obama / Biden (DEM)",4751
"3196","12053","Hernando","Obama / Biden (DEM)",37830
"3214","12055","Highlands","Obama / Biden (DEM)",16148
"3232","12057","Hillsborough","Obama / Biden (DEM)",286467
"3250","12059","Holmes","Obama / Biden (DEM)",1264
"3268","12061","Indian River","Obama / Biden (DEM)",27492
"3286","12063","Jackson","Obama / Biden (DEM)",7342
"3304","12065","Jefferson","Obama / Biden (DEM)",3945
"3322","12067","Lafayette","Obama / Biden (DEM)",687
"3340","12069","Lake","Obama / Biden (DEM)",61799
"3358","12071","Lee","Obama / Biden (DEM)",110157
"3376","12073","Leon","Obama / Biden (DEM)",90881
"3394","12075","Levy","Obama / Biden (DEM)",6119
"3412","12077","Liberty","Obama / Biden (DEM)",942
"3430","12079","Madison","Obama / Biden (DEM)",4176
"3448","12081","Manatee","Obama / Biden (DEM)",66503
"3466","12083","Marion","Obama / Biden (DEM)",66831
"3484","12085","Martin","Obama / Biden (DEM)",30107
"3502","12086","Miami-Dade","Obama / Biden (DEM)",541440
"3520","12087","Monroe","Obama / Biden (DEM)",19404
"3538","12089","Nassau","Obama / Biden (DEM)",10251
"3556","12091","Okaloosa","Obama / Biden (DEM)",23421
"3574","12093","Okeechobee","Obama / Biden (DEM)",4856
"3592","12095","Orange","Obama / Biden (DEM)",273665
"3610","12097","Osceola","Obama / Biden (DEM)",67239
"3628","12099","Palm Beach","Obama / Biden (DEM)",349651
"3646","12101","Pasco","Obama / Biden (DEM)",98263
"3664","12103","Pinellas","Obama / Biden (DEM)",239104
"3682","12105","Polk","Obama / Biden (DEM)",114622
"3700","12107","Putnam","Obama / Biden (DEM)",11667
"3718","12113","Santa Rosa","Obama / Biden (DEM)",17768
"3736","12115","Sarasota","Obama / Biden (DEM)",95119
"3754","12117","Seminole","Obama / Biden (DEM)",96445
"3772","12109","St. Johns","Obama / Biden (DEM)",35190
"3790","12111","St. Lucie","Obama / Biden (DEM)",65869
"3808","12119","Sumter","Obama / Biden (DEM)",19524
"3826","12121","Suwannee","Obama / Biden (DEM)",4751
"3844","12123","Taylor","Obama / Biden (DEM)",2764
"3862","12125","Union","Obama / Biden (DEM)",1339
"3880","12127","Volusia","Obama / Biden (DEM)",114748
"3898","12129","Wakulla","Obama / Biden (DEM)",5175
"3916","12131","Walton","Obama / Biden (DEM)",6671
"3934","12133","Washington","Obama / Biden (DEM)",2820
"4111","13001","Appling","BARACK OBAMA (I)D",1758
"4112","13003","Atkinson","BARACK OBAMA (I)D",930
"4113","13005","Bacon","BARACK OBAMA (I)D",791
"4114","13007","Baker","BARACK OBAMA (I)D",794
"4115","13009","Baldwin","BARACK OBAMA (I)D",8483
"4116","13011","Banks","BARACK OBAMA (I)D",780
"4117","13013","Barrow","BARACK OBAMA (I)D",6028
"4118","13015","Bartow","BARACK OBAMA (I)D",8396
"4119","13017","Ben Hill","BARACK OBAMA (I)D",2512
"4120","13019","Berrien","BARACK OBAMA (I)D",1273
"4121","13021","Bibb","BARACK OBAMA (I)D",38585
"4122","13023","Bleckley","BARACK OBAMA (I)D",1269
"4123","13025","Brantley","BARACK OBAMA (I)D",939
"4124","13027","Brooks","BARACK OBAMA (I)D",3138
"4125","13029","Bryan","BARACK OBAMA (I)D",3707
"4126","13031","Bulloch","BARACK OBAMA (I)D",9593
"4127","13033","Burke","BARACK OBAMA (I)D",5405
"4128","13035","Butts","BARACK OBAMA (I)D",2968
"4129","13037","Calhoun","BARACK OBAMA (I)D",1298
"4130","13039","Camden","BARACK OBAMA (I)D",6377
"4131","13043","Candler","BARACK OBAMA (I)D",1157
"4132","13045","Carroll","BARACK OBAMA (I)D",12688
"4133","13047","Catoosa","BARACK OBAMA (I)D",5365
"4134","13049","Charlton","BARACK OBAMA (I)D",1197
"4135","13051","Chatham","BARACK OBAMA (I)D",60246
"4136","13053","Chattahoochee","BARACK OBAMA (I)D",729
"4137","13055","Chattooga","BARACK OBAMA (I)D",2232
"4138","13057","Cherokee","BARACK OBAMA (I)D",19841
"4139","13059","Clarke","BARACK OBAMA (I)D",25431
"4140","13061","Clay","BARACK OBAMA (I)D",862
"4141","13063","Clayton","BARACK OBAMA (I)D",81479
"4142","13065","Clinch","BARACK OBAMA (I)D",852
"4143","13067","Cobb","BARACK OBAMA (I)D",133124
"4144","13069","Coffee","BARACK OBAMA (I)D",5057
"4145","13071","Colquitt","BARACK OBAMA (I)D",3973
"4146","13073","Columbia","BARACK OBAMA (I)D",16451
"4147","13075","Cook","BARACK OBAMA (I)D",2042
"4148","13077","Coweta","BARACK OBAMA (I)D",15168
"4149","13079","Crawford","BARACK OBAMA (I)D",1706
"4150","13081","Crisp","BARACK OBAMA (I)D",3167
"4151","13083","Dade","BARACK OBAMA (I)D",1411
"4152","13085","Dawson","BARACK OBAMA (I)D",1241
"4153","13089","DeKalb","BARACK OBAMA (I)D",238224
"4154","13087","Decatur","BARACK OBAMA (I)D",4591
"4155","13091","Dodge","BARACK OBAMA (I)D",2442
"4156","13093","Dooly","BARACK OBAMA (I)D",2285
"4157","13095","Dougherty","BARACK OBAMA (I)D",26295
"4158","13097","Douglas","BARACK OBAMA (I)D",28441
"4159","13099","Early","BARACK OBAMA (I)D",2765
"4160","13101","Echols","BARACK OBAMA (I)D",173
"4161","13103","Effingham","BARACK OBAMA (I)D",4947
"4162","13105","Elbert","BARACK OBAMA (I)D",3181
"4163","13107","Emanuel","BARACK OBAMA (I)D",2927
"4164","13109","Evans","BARACK OBAMA (I)D",1268
"4165","13111","Fannin","BARACK OBAMA (I)D",2028
"4166","13113","Fayette","BARACK OBAMA (I)D",19736
"4167","13115","Floyd","BARACK OBAMA (I)D",9640
"4168","13117","Forsyth","BARACK OBAMA (I)D",14571
"4169","13119","Franklin","BARACK OBAMA (I)D",1499
"4170","13121","Fulton","BARACK OBAMA (I)D",255470
"4171","13123","Gilmer","BARACK OBAMA (I)D",1958
"4172","13125","Glascock","BARACK OBAMA (I)D",176
"4173","13127","Glynn","BARACK OBAMA (I)D",11950
"4174","13129","Gordon","BARACK OBAMA (I)D",3440
"4175","13131","Grady","BARACK OBAMA (I)D",3419
"4176","13133","Greene","BARACK OBAMA (I)D",3201
"4177","13135","Gwinnett","BARACK OBAMA (I)D",132509
"4178","13137","Habersham","BARACK OBAMA (I)D",2301
"4179","13139","Hall","BARACK OBAMA (I)D",12999
"4180","13141","Hancock","BARACK OBAMA (I)D",3308
"4181","13143","Haralson","BARACK OBAMA (I)D",1789
"4182","13145","Harris","BARACK OBAMA (I)D",4145
"4183","13147","Hart","BARACK OBAMA (I)D",2870
"4184","13149","Heard","BARACK OBAMA (I)D",948
"4185","13151","Henry","BARACK OBAMA (I)D",43761
"4186","13153","Houston","BARACK OBAMA (I)D",22702
"4187","13155","Irwin","BARACK OBAMA (I)D",1141
"4188","13157","Jackson","BARACK OBAMA (I)D",4238
"4189","13159","Jasper","BARACK OBAMA (I)D",1845
"4190","13161","Jeff Davis","BARACK OBAMA (I)D",1275
"4191","13163","Jefferson","BARACK OBAMA (I)D",4261
"4192","13165","Jenkins","BARACK OBAMA (I)D",1488
"4193","13167","Johnson","BARACK OBAMA (I)D",1305
"4194","13169","Jones","BARACK OBAMA (I)D",4274
"4195","13171","Lamar","BARACK OBAMA (I)D",2602
"4196","13173","Lanier","BARACK OBAMA (I)D",1114
"4197","13175","Laurens","BARACK OBAMA (I)D",7513
"4198","13177","Lee","BARACK OBAMA (I)D",3196
"4199","13179","Liberty","BARACK OBAMA (I)D",10457
"4200","13181","Lincoln","BARACK OBAMA (I)D",1586
"4201","13183","Long","BARACK OBAMA (I)D",1442
"4202","13185","Lowndes","BARACK OBAMA (I)D",17470
"4203","13187","Lumpkin","BARACK OBAMA (I)D",2055
"4204","13193","Macon","BARACK OBAMA (I)D",3211
"4205","13195","Madison","BARACK OBAMA (I)D",2494
"4206","13197","Marion","BARACK OBAMA (I)D",1412
"4207","13189","McDuffie","BARACK OBAMA (I)D",4044
"4208","13191","McIntosh","BARACK OBAMA (I)D",2864
"4209","13199","Meriwether","BARACK OBAMA (I)D",4331
"4210","13201","Miller","BARACK OBAMA (I)D",852
"4211","13205","Mitchell","BARACK OBAMA (I)D",4081
"4212","13207","Monroe","BARACK OBAMA (I)D",3785
"4213","13209","Montgomery","BARACK OBAMA (I)D",1135
"4214","13211","Morgan","BARACK OBAMA (I)D",2753
"4215","13213","Murray","BARACK OBAMA (I)D",2542
"4216","13215","Muscogee","BARACK OBAMA (I)D",42573
"4217","13217","Newton","BARACK OBAMA (I)D",21851
"4218","13219","Oconee","BARACK OBAMA (I)D",4421
"4219","13221","Oglethorpe","BARACK OBAMA (I)D",1914
"4220","13223","Paulding","BARACK OBAMA (I)D",15825
"4221","13225","Peach","BARACK OBAMA (I)D",6148
"4222","13227","Pickens","BARACK OBAMA (I)D",1975
"4223","13229","Pierce","BARACK OBAMA (I)D",1124
"4224","13231","Pike","BARACK OBAMA (I)D",1356
"4225","13233","Polk","BARACK OBAMA (I)D",3615
"4226","13235","Pulaski","BARACK OBAMA (I)D",1219
"4227","13237","Putnam","BARACK OBAMA (I)D",2926
"4228","13239","Quitman","BARACK OBAMA (I)D",612
"4229","13241","Rabun","BARACK OBAMA (I)D",1559
"4230","13243","Randolph","BARACK OBAMA (I)D",1770
"4231","13245","Richmond","BARACK OBAMA (I)D",52560
"4232","13247","Rockdale","BARACK OBAMA (I)D",22023
"4233","13249","Schley","BARACK OBAMA (I)D",448
"4234","13251","Screven","BARACK OBAMA (I)D",2774
"4235","13253","Seminole","BARACK OBAMA (I)D",1478
"4236","13255","Spalding","BARACK OBAMA (I)D",9898
"4237","13257","Stephens","BARACK OBAMA (I)D",2131
"4238","13259","Stewart","BARACK OBAMA (I)D",1323
"4239","13261","Sumter","BARACK OBAMA (I)D",6375
"4240","13263","Talbot","BARACK OBAMA (I)D",2265
"4241","13265","Taliaferro","BARACK OBAMA (I)D",636
"4242","13267","Tattnall","BARACK OBAMA (I)D",1897
"4243","13269","Taylor","BARACK OBAMA (I)D",1572
