"","fips","county","candidate","votes"
"11230","21179","Nelson","OBAMA",7611
"11246","21181","Nicholas","OBAMA",948
"11262","21183","Ohio","OBAMA",2987
"11278","21185","Oldham","OBAMA",9240
"11294","21187","Owen","OBAMA",1501
"11310","21189","Owsley","OBAMA",283
"11326","21191","Pendleton","OBAMA",1859
"11342","21193","Perry","OBAMA",2047
"11358","21195","Pike","OBAMA",5646
"11374","21197","Powell","OBAMA",1620
"11390","21199","Pulaski","OBAMA",4976
"11406","21201","Robertson","OBAMA",340
"11422","21203","Rockcastle","OBAMA",1097
"11438","21205","Rowan","OBAMA",3438
"11454","21207","Russell","OBAMA",1445
"11470","21209","Scott","OBAMA",7532
"11486","21211","Shelby","OBAMA",6634
"11502","21213","Simpson","OBAMA",2650
"11518","21215","Spencer","OBAMA",2549
"11534","21217","Taylor","OBAMA",3285
"11550","21219","Todd","OBAMA",1403
"11566","21221","Trigg","OBAMA",2115
"11582","21223","Trimble","OBAMA",1355
"11598","21225","Union","OBAMA",1942
"11614","21227","Warren","OBAMA",16805
"11630","21229","Washington","OBAMA",1669
"11646","21231","Wayne","OBAMA",1855
"11662","21233","Webster","OBAMA",1765
"11678","21235","Whitley","OBAMA",2683
"11694","21237","Wolfe","OBAMA",976
"11710","21239","Woodford","OBAMA",4883
"11726","22001","Acadia","Barack Obama, Joe Biden Democratic",6560
"11737","22003","Allen","Barack Obama, Joe Biden Democratic",2617
"11748","22005","Ascension","Barack Obama, Joe Biden Democratic",16349
"11759","22007","Assumption","Barack Obama, Joe Biden Democratic",4754
"11770","22009","Avoyelles","Barack Obama, Joe Biden Democratic",6077
"11781","22011","Beauregard","Barack Obama, Joe Biden Democratic",2828
"11792","22013","Bienville","Barack Obama, Joe Biden Democratic",3490
"11803","22015","Bossier","Barack Obama, Joe Biden Democratic",12956
"11814","22017","Caddo","Barack Obama, Joe Biden Democratic",58042
"11825","22019","Calcasieu","Barack Obama, Joe Biden Democratic",28359
"11836","22021","Caldwell","Barack Obama, Joe Biden Democratic",1016
"11847","22023","Cameron","Barack Obama, Joe Biden Democratic",408
"11858","22025","Catahoula","Barack Obama, Joe Biden Democratic",1408
"11869","22027","Claiborne","Barack Obama, Joe Biden Democratic",3014
"11880","22029","Concordia","Barack Obama, Joe Biden Democratic",3833
"11891","22031","De Soto","Barack Obama, Joe Biden Democratic",5553
"11902","22033","East Baton Rouge","Barack Obama, Joe Biden Democratic",102656
"11913","22035","East Carroll","Barack Obama, Joe Biden Democratic",2478
"11924","22037","East Feliciana","Barack Obama, Joe Biden Democratic",4648
"11935","22039","Evangeline","Barack Obama, Joe Biden Democratic",5330
"11946","22041","Franklin","Barack Obama, Joe Biden Democratic",2921
"11957","22043","Grant","Barack Obama, Joe Biden Democratic",1422
"11968","22045","Iberia","Barack Obama, Joe Biden Democratic",12132
"11979","22047","Iberville","Barack Obama, Joe Biden Democratic",9548
"11990","22049","Jackson","Barack Obama, Joe Biden Democratic",2305
"12001","22051","Jefferson","Barack Obama, Joe Biden Democratic",70384
"12012","22053","Jefferson Davis","Barack Obama, Joe Biden Democratic",3484
"12023","22055","Lafayette","Barack Obama, Joe Biden Democratic",31768
"12034","22057","Lafourche","Barack Obama, Joe Biden Democratic",9623
"12045","22059","La Salle","Barack Obama, Joe Biden Democratic",764
"12056","22061","Lincoln","Barack Obama, Joe Biden Democratic",7956
"12067","22063","Livingston","Barack Obama, Joe Biden Democratic",7451
"12078","22065","Madison","Barack Obama, Joe Biden Democratic",3154
"12089","22067","Morehouse","Barack Obama, Joe Biden Democratic",5888
"12100","22069","Natchitoches","Barack Obama, Joe Biden Democratic",7942
"12111","22071","Orleans","Barack Obama, Joe Biden Democratic",126722
"12122","22073","Ouachita","Barack Obama, Joe Biden Democratic",26645
"12133","22075","Plaquemines","Barack Obama, Joe Biden Democratic",3599
"12144","22077","Pointe Coupee","Barack Obama, Joe Biden Democratic",5436
"12155","22079","Rapides","Barack Obama, Joe Biden Democratic",20045
"12166","22081","Red River","Barack Obama, Joe Biden Democratic",2253
"12177","22083","Richland","Barack Obama, Joe Biden Democratic",3387
"12188","22085","Sabine","Barack Obama, Joe Biden Democratic",2194
"12199","22087","St. Bernard","Barack Obama, Joe Biden Democratic",5059
"12210","22089","St. Charles","Barack Obama, Joe Biden Democratic",8896
"12221","22091","St. Helena","Barack Obama, Joe Biden Democratic",3780
"12232","22093","St. James","Barack Obama, Joe Biden Democratic",7059
"12243","22095","St. John The Baptist","Barack Obama, Joe Biden Democratic",13179
"12254","22097","St. Landry","Barack Obama, Joe Biden Democratic",19668
"12265","22099","St. Martin","Barack Obama, Joe Biden Democratic",9422
"12276","22101","St. Mary","Barack Obama, Joe Biden Democratic",9450
"12287","22103","St. Tammany","Barack Obama, Joe Biden Democratic",25728
"12298","22105","Tangipahoa","Barack Obama, Joe Biden Democratic",17722
"12309","22107","Tensas","Barack Obama, Joe Biden Democratic",1564
"12320","22109","Terrebonne","Barack Obama, Joe Biden Democratic",12074
"12331","22111","Union","Barack Obama, Joe Biden Democratic",3075
"12342","22113","Vermilion","Barack Obama, Joe Biden Democratic",5720
"12353","22115","Vernon","Barack Obama, Joe Biden Democratic",3173
"12364","22117","Washington","Barack Obama, Joe Biden Democratic",6466
"12375","22119","Webster","Barack Obama, Joe Biden Democratic",6802
"12386","22121","West Baton Rouge","Barack Obama, Joe Biden Democratic",5692
"12397","22123","West Carroll","Barack Obama, Joe Biden Democratic",853
"12408","22125","West Feliciana","Barack Obama, Joe Biden Democratic",2441
"12419","22127","Winn","Barack Obama, Joe Biden Democratic",1919
"12431","25023","Plymouth","Obama/ Biden",131845
"12436","25017","Middlesex","Obama/ Biden",471804
"12441","25005","Bristol","Obama/ Biden",142962
"12446","25003","Berkshire","Obama/ Biden",48843
"12451","25013","Hampden","Obama/ Biden",123619
"12456","25009","Essex","Obama/ Biden",210302
"12461","25015","Hampshire","Obama/ Biden",57359
"12466","25007","Dukes","Obama/ Biden",7978
"12471","25027","Worcester","Obama/ Biden",198244
"12476","25011","Franklin","Obama/ Biden",27072
"12481","25021","Norfolk","Obama/ Biden",202714
"12486","25001","Barnstable","Obama/ Biden",70822
"12491","25025","Suffolk","Obama/ Biden",223896
"12496","25019","Nantucket","Obama/ Biden",3830
"12527","24510","Baltimore City","Obama/ Biden",221478
"12564","24001","Allegany","Obama/ Biden",9805
"12601","24003","Anne Arundel","Obama/ Biden",126635
"12638","24005","Baltimore","Obama/ Biden",220322
"12675","24009","Calvert","Obama/ Biden",20529
"12712","24011","Caroline","Obama/ Biden",4970
"12749","24013","Carroll","Obama/ Biden",27939
"12786","24015","Cecil","Obama/ Biden",16557
"12823","24017","Charles","Obama/ Biden",48774
"12860","24019","Dorchester","Obama/ Biden",7257
"12897","24021","Frederick","Obama/ Biden",55146
"12934","24023","Garrett","Obama/ Biden",3124
"12971","24025","Harford","Obama/ Biden",49729
"13008","24027","Howard","Obama/ Biden",91393
"13045","24029","Kent","Obama/ Biden",4842
"13082","24031","Montgomery","Obama/ Biden",323400
"13119","24033","Prince George's","Obama/ Biden",347938
"13156","24035","Queen Anne's","Obama/ Biden",8556
"13193","24037","St. Mary's","Obama/ Biden",19711
"13230","24039","Somerset","Obama/ Biden",5240
"13267","24041","Talbot","Obama/ Biden",8808
"13304","24043","Washington","Obama/ Biden",25042
"13341","24045","Wicomico","Obama/ Biden",19635
"13378","24047","Worcester","Obama/ Biden",11014
"13392","23001","Androscoggin","Obama, Barack",28989
"13400","23003","Aroostook","Obama, Barack",17777
"13408","23005","Cumberland","Obama, Barack",101950
"13416","23007","Franklin","Obama, Barack",9367
"13424","23009","Hancock","Obama, Barack",17569
"13432","23011","Kennebec","Obama, Barack",35068
"13440","23013","Knox","Obama, Barack",13223
"13448","23015","Lincoln","Obama, Barack",11315
"13456","23017","Oxford","Obama, Barack",16330
"13464","23019","Penobscot","Obama, Barack",38811
"13472","23021","Piscataquis","Obama, Barack",4149
"13480","23023","Sagadahoc","Obama, Barack",11821
"13488","23025","Somerset","Obama, Barack",12216
"13496","23027","Waldo","Obama, Barack",11296
"13504","23029","Washington","Obama, Barack",7803
"13512","23031","York","Obama, Barack",61551
"13520","","STATE UOCAVA","Obama, Barack",2071
"13533","26001","ALCONA","Obama",2472
"13542","26003","ALGER","Obama",2212
"13551","26005","ALLEGAN","Obama",20806
"13560","26007","ALPENA","Obama",6549
"13569","26009","ANTRIM","Obama",5107
"13578","26011","ARENAC","Obama",3669
"13587","26013","BARAGA","Obama",1574
"13596","26015","BARRY","Obama",11491
"13605","26017","BAY","Obama",27877
"13614","26019","BENZIE","Obama",4685
"13623","26021","BERRIEN","Obama",33465
"13632","26023","BRANCH","Obama",6913
"13641","26025","CALHOUN","Obama",29267
"13650","26027","CASS","Obama",9591
"13659","26029","CHARLEVOIX","Obama",5939
"13668","26031","CHEBOYGAN","Obama",5831
"13677","26033","CHIPPEWA","Obama",7100
"13686","26035","CLARE","Obama",6338
"13695","26037","CLINTON","Obama",18191
"13704","26039","CRAWFORD","Obama",2994
"13713","26041","DELTA","Obama",8330
"13722","26043","DICKINSON","Obama",4952
"13731","26045","EATON","Obama",27913
"13740","26047","EMMET","Obama",7225
"13749","26055","GRAND TRAVERSE","Obama",20875
"13758","26049","GENESEE","Obama",128978
"13767","26051","GLADWIN","Obama",5760
"13776","26053","GOGEBIC","Obama",4058
"13785","26057","GRATIOT","Obama",7610
"13794","26059","HILLSDALE","Obama",7106
"13803","26061","HOUGHTON","Obama",6801
"13812","26063","HURON","Obama",6518
"13821","26065","INGHAM","Obama",80847
"13830","26067","IONIA","Obama",11018
"13839","26069","IOSCO","Obama",6242
"13848","26071","IRON","Obama",2687
"13857","26073","ISABELLA","Obama",13038
"13866","26075","JACKSON","Obama",32301
"13875","26077","KALAMAZOO","Obama",69051
"13884","26079","KALKASKA","Obama",3272
"13893","26081","KENT","Obama",133408
"13902","26083","KEWEENAW","Obama",582
"13911","26085","LAKE","Obama",2752
"13920","26087","LAPEER","Obama",18796
"13929","26089","LEELANAU","Obama",6576
"13938","26091","LENAWEE","Obama",21776
"13947","26093","LIVINGSTON","Obama",37216
"13956","26095","LUCE","Obama",991
"13965","26097","MACKINAC","Obama",2652
"13974","26099","MACOMB","Obama",208016
"13983","26101","MANISTEE","Obama",6473
"13992","26103","MARQUETTE","Obama",18115
"14001","26105","MASON","Obama",6856
"14010","26107","MECOSTA","Obama",7515
"14019","26109","MENOMINEE","Obama",5242
"14028","26111","MIDLAND","Obama",17450
"14037","26113","MISSAUKEE","Obama",2274
"14046","26115","MONROE","Obama",36310
"14055","26117","MONTCALM","Obama",11430
"14064","26119","MONTMORENCY","Obama",2049
"14073","26121","MUSKEGON","Obama",44436
"14082","26123","NEWAYGO","Obama",8728
"14091","26125","OAKLAND","Obama",349002
"14100","26127","OCEANA","Obama",5063
"14109","26129","OGEMAW","Obama",4791
"14118","26131","ONTONAGON","Obama",1586
"14127","26133","OSCEOLA","Obama",3981
"14136","26135","OSCODA","Obama",1657
"14145","26137","OTSEGO","Obama",4681
"14154","26139","OTTAWA","Obama",42737
"14163","26141","PRESQUE ISLE","Obama",3192
"14172","26143","ROSCOMMON","Obama",6198
"14181","26145","SAGINAW","Obama",54381
"14190","26151","SANILAC","Obama",7212
"14199","26153","SCHOOLCRAFT","Obama",1865
"14208","26155","SHIAWASSEE","Obama",17197
"14217","26147","ST. CLAIR","Obama",33983
"14226","26149","ST. JOSEPH","Obama",10112
"14235","26157","TUSCOLA","Obama",11425
"14244","26159","VAN BUREN","Obama",16290
"14253","26161","WASHTENAW","Obama",120890
"14262","26163","WAYNE","Obama",595846
"14271","26165","WEXFORD","Obama",6184
"14277","27001","Aitkin","BARACK OBAMA AND JOE BIDEN",4412
"14288","27003","Anoka","BARACK OBAMA AND JOE BIDEN",88614
"14299","27005","Becker","BARACK OBAMA AND JOE BIDEN",6829
"14310","27007","Beltrami","BARACK OBAMA AND JOE BIDEN",11818
"14321","27009","Benton","BARACK OBAMA AND JOE BIDEN",8173
"14332","27011","Big Stone","BARACK OBAMA AND JOE BIDEN",1345
"14343","27013","Blue Earth","BARACK OBAMA AND JOE BIDEN",18164
"14354","27015","Brown","BARACK OBAMA AND JOE BIDEN",5630
"14365","27017","Carlton","BARACK OBAMA AND JOE BIDEN",11389
"14376","27019","Carver","BARACK OBAMA AND JOE BIDEN",20745
"14387","27021","Cass","BARACK OBAMA AND JOE BIDEN",6858
"14398","27023","Chippewa","BARACK OBAMA AND JOE BIDEN",3083
"14409","27025","Chisago","BARACK OBAMA AND JOE BIDEN",12524
"14420","27027","Clay","BARACK OBAMA AND JOE BIDEN",15208
"14431","27029","Clearwater","BARACK OBAMA AND JOE BIDEN",1753
"14442","27031","Cook","BARACK OBAMA AND JOE BIDEN",1993
"14453","27033","Cottonwood","BARACK OBAMA AND JOE BIDEN",2433
"14464","27035","Crow Wing","BARACK OBAMA AND JOE BIDEN",14760
"14475","27037","Dakota","BARACK OBAMA AND JOE BIDEN",116255
"14486","27039","Dodge","BARACK OBAMA AND JOE BIDEN",4487
"14497","27041","Douglas","BARACK OBAMA AND JOE BIDEN",8653
"14508","27043","Faribault","BARACK OBAMA AND JOE BIDEN",3407
"14519","27045","Fillmore","BARACK OBAMA AND JOE BIDEN",5713
"14530","27047","Freeborn","BARACK OBAMA AND JOE BIDEN",9326
"14541","27049","Goodhue","BARACK OBAMA AND JOE BIDEN",12212
"14552","27051","Grant","BARACK OBAMA AND JOE BIDEN",1647
"14563","27053","Hennepin","BARACK OBAMA AND JOE BIDEN",423982
"14574","27055","Houston","BARACK OBAMA AND JOE BIDEN",5281
"14585","27057","Hubbard","BARACK OBAMA AND JOE BIDEN",4676
"14596","27059","Isanti","BARACK OBAMA AND JOE BIDEN",8024
"14607","27061","Itasca","BARACK OBAMA AND JOE BIDEN",12852
"14618","27063","Jackson","BARACK OBAMA AND JOE BIDEN",2268
"14629","27065","Kanabec","BARACK OBAMA AND JOE BIDEN",3593
"14640","27067","Kandiyohi","BARACK OBAMA AND JOE BIDEN",9805
"14651","27069","Kittson","BARACK OBAMA AND JOE BIDEN",1241
"14662","27071","Koochiching","BARACK OBAMA AND JOE BIDEN",3451
"14673","27073","Lac Qui Parle","BARACK OBAMA AND JOE BIDEN",1974
"14684","27075","Lake","BARACK OBAMA AND JOE BIDEN",4043
"14695","27077","Lake Of The Woods","BARACK OBAMA AND JOE BIDEN",859
"14706","27079","Le Sueur","BARACK OBAMA AND JOE BIDEN",6753
"14717","27081","Lincoln","BARACK OBAMA AND JOE BIDEN",1429
"14728","27083","Lyon","BARACK OBAMA AND JOE BIDEN",5465
"14739","27085","Mcleod","BARACK OBAMA AND JOE BIDEN",6968
"14750","27087","Mahnomen","BARACK OBAMA AND JOE BIDEN",1276
"14761","27089","Marshall","BARACK OBAMA AND JOE BIDEN",1998
"14772","27091","Martin","BARACK OBAMA AND JOE BIDEN",4054
"14783","27093","Meeker","BARACK OBAMA AND JOE BIDEN",4969
"14794","27095","Mille Lacs","BARACK OBAMA AND JOE BIDEN",5829
"14805","27097","Morrison","BARACK OBAMA AND JOE BIDEN",6153
"14816","27099","Mower","BARACK OBAMA AND JOE BIDEN",11129
"14827","27101","Murray","BARACK OBAMA AND JOE BIDEN",2160
"14838","27103","Nicollet","BARACK OBAMA AND JOE BIDEN",9652
"14849","27105","Nobles","BARACK OBAMA AND JOE BIDEN",3793
"14860","27107","Norman","BARACK OBAMA AND JOE BIDEN",1730
"14871","27109","Olmsted","BARACK OBAMA AND JOE BIDEN",39338
"14882","27111","Otter Tail","BARACK OBAMA AND JOE BIDEN",12165
"14893","27113","Pennington","BARACK OBAMA AND JOE BIDEN",3024
"14904","27115","Pine","BARACK OBAMA AND JOE BIDEN",6750
"14915","27117","Pipestone","BARACK OBAMA AND JOE BIDEN",1725
"14926","27119","Polk","BARACK OBAMA AND JOE BIDEN",6773
"14937","27121","Pope","BARACK OBAMA AND JOE BIDEN",2981
"14948","27123","Ramsey","BARACK OBAMA AND JOE BIDEN",184938
"14959","27125","Red Lake","BARACK OBAMA AND JOE BIDEN",928
"14970","27127","Redwood","BARACK OBAMA AND JOE BIDEN",3008
"14981","27129","Renville","BARACK OBAMA AND JOE BIDEN",3394
"14992","27131","Rice","BARACK OBAMA AND JOE BIDEN",17054
"15003","27133","Rock","BARACK OBAMA AND JOE BIDEN",1946
"15014","27135","Roseau","BARACK OBAMA AND JOE BIDEN",2772
"15025","27137","St. Louis","BARACK OBAMA AND JOE BIDEN",73378
"15036","27139","Scott","BARACK OBAMA AND JOE BIDEN",29712
"15047","27141","Sherburne","BARACK OBAMA AND JOE BIDEN",17597
"15058","27143","Sibley","BARACK OBAMA AND JOE BIDEN",2916
"15069","27145","Stearns","BARACK OBAMA AND JOE BIDEN",33551
"15080","27147","Steele","BARACK OBAMA AND JOE BIDEN",8706
"15091","27149","Stevens","BARACK OBAMA AND JOE BIDEN",2742
"15102","27151","Swift","BARACK OBAMA AND JOE BIDEN",2751
"15113","27153","Todd","BARACK OBAMA AND JOE BIDEN",4819
"15124","27155","Traverse","BARACK OBAMA AND JOE BIDEN",943
"15135","27157","Wabasha","BARACK OBAMA AND JOE BIDEN",5415
"15146","27159","Wadena","BARACK OBAMA AND JOE BIDEN",2492
"15157","27161","Waseca","BARACK OBAMA AND JOE BIDEN",4370
"15168","27163","Washington","BARACK OBAMA AND JOE BIDEN",70203
"15179","27165","Watonwan","BARACK OBAMA AND JOE BIDEN",2494
"15190","27167","Wilkin","BARACK OBAMA AND JOE BIDEN",1258
"15201","27169","Winona","BARACK OBAMA AND JOE BIDEN",14980
"15212","27171","Wright","BARACK OBAMA AND JOE BIDEN",25741
"15223","27173","Yellow Medicine","BARACK OBAMA AND JOE BIDEN",2465
"15234","29001","Adair","Barack Obama",4219
"15238","29003","Andrew","Barack Obama",2649
"15242","29005","Atchison","Barack Obama",756
"15246","29007","Audrain","Barack Obama",3539
"15250","29009","Barry","Barack Obama",3667
"15254","29011","Barton","Barack Obama",1230
"15258","29013","Bates","Barack Obama",2557
"15262","29015","Benton","Barack Obama",2925
"15266","29017","Bollinger","Barack Obama",1213
"15270","29019","Boone","Barack Obama",39847
"15274","29021","Buchanan","Barack Obama",15594
"15278","29023","Butler","Barack Obama",4363
"15282","29025","Caldwell","Barack Obama",1312
"15286","29027","Callaway","Barack Obama",6071
"15290","29029","Camden","Barack Obama",6458
"15294","29031","Cape Girardeau","Barack Obama",9728
"15298","29033","Carroll","Barack Obama",1154
"15302","29035","Carter","Barack Obama",754
"15306","29037","Cass","Barack Obama",17044
"15310","29039","Cedar","Barack Obama",1537
"15314","29041","Chariton","Barack Obama",1339
"15318","29043","Christian","Barack Obama",9813
"15322","29045","Clark","Barack Obama",1398
"15326","29047","Clay","Barack Obama",47310
"15330","29049","Clinton","Barack Obama",3688
"15334","29051","Cole","Barack Obama",12005
"15338","29053","Cooper","Barack Obama",2474
"15342","29055","Crawford","Barack Obama",2951
"15346","29057","Dade","Barack Obama",939
"15350","29059","Dallas","Barack Obama",2122
"15354","29061","Daviess","Barack Obama",1125
"15358","29063","De Kalb","Barack Obama",1194
"15362","29065","Dent","Barack Obama",1585
"15366","29067","Douglas","Barack Obama",1710
"15370","29069","Dunklin","Barack Obama",3636
"15374","29071","Franklin","Barack Obama",16347
"15378","29073","Gasconade","Barack Obama",2099
"15382","29075","Gentry","Barack Obama",937
"15386","29077","Greene","Barack Obama",46219
"15390","29079","Grundy","Barack Obama",1212
"15394","29081","Harrison","Barack Obama",984
"15398","29083","Henry","Barack Obama",3606
"15402","29085","Hickory","Barack Obama",1733
"15406","29087","Holt","Barack Obama",551
"15410","29089","Howard","Barack Obama",1723
"15414","29091","Howell","Barack Obama",4395
"15418","29093","Iron","Barack Obama",1669
"15422","29095","Jackson","Barack Obama",183953
"15426","29097","Jasper","Barack Obama",12809
"15430","29099","Jefferson","Barack Obama",41564
"15434","29101","Johnson","Barack Obama",7667
"15438","29103","Knox","Barack Obama",698
"15442","29105","Laclede","Barack Obama",4093
"15446","29107","Lafayette","Barack Obama",5655
"15450","29109","Lawrence","Barack Obama",4017
"15454","29111","Lewis","Barack Obama",1508
"15458","29113","Lincoln","Barack Obama",7734
"15462","29115","Linn","Barack Obama",2041
"15466","29117","Livingston","Barack Obama",1906
"15470","29119","McDonald","Barack Obama",1920
"15474","29121","Macon","Barack Obama",2309
"15478","29123","Madison","Barack Obama",1588
"15482","29125","Maries","Barack Obama",1299
"15486","29127","Marion","Barack Obama",4031
"15490","29129","Mercer","Barack Obama",353
"15494","29131","Miller","Barack Obama",2651
"15498","29133","Mississippi","Barack Obama",1858
"15502","29135","Moniteau","Barack Obama",1608
"15506","29137","Monroe","Barack Obama",1398
"15510","29139","Montgomery","Barack Obama",1740
"15514","29141","Morgan","Barack Obama",2773
"15518","29143","New Madrid","Barack Obama",2814
"15522","29145","Newton","Barack Obama",6425
"15526","29147","Nodaway","Barack Obama",3172
"15530","29149","Oregon","Barack Obama",1419
"15534","29151","Osage","Barack Obama",1473
"15538","29153","Ozark","Barack Obama",1261
"15542","29155","Pemiscot","Barack Obama",2671
"15546","29157","Perry","Barack Obama",2184
"15550","29159","Pettis","Barack Obama",5904
"15554","29161","Phelps","Barack Obama",5798
"15558","29163","Pike","Barack Obama",2582
"15562","29165","Platte","Barack Obama",19175
"15566","29167","Polk","Barack Obama",3580
"15570","29169","Pulaski","Barack Obama",4199
"15574","29171","Putnam","Barack Obama",587
"15578","29173","Ralls","Barack Obama",1736
"15582","29175","Randolph","Barack Obama",3031
"15586","29177","Ray","Barack Obama",4275
"15590","29179","Reynolds","Barack Obama",1157
"15594","29181","Ripley","Barack Obama",1396
"15598","29183","St. Charles","Barack Obama",71838
"15602","29185","St. Clair","Barack Obama",1460
"15606","29186","Ste. Genevieve","Barack Obama",3813
"15610","29187","St. Francois","Barack Obama",8829
"15614","29189","St. Louis County","Barack Obama",297097
"15618","29195","Saline","Barack Obama",3790
"15622","29197","Schuyler","Barack Obama",697
"15626","29199","Scotland","Barack Obama",643
"15630","29201","Scott","Barack Obama",5122
"15634","29203","Shannon","Barack Obama",1302
"15638","29205","Shelby","Barack Obama",966
"15642","29207","Stoddard","Barack Obama",3153
"15646","29209","Stone","Barack Obama",3923
"15650","29211","Sullivan","Barack Obama",908
"15654","29213","Taney","Barack Obama",5479
"15658","29215","Texas","Barack Obama",2871
"15662","29217","Vernon","Barack Obama",2580
"15666","29219","Warren","Barack Obama",5219
"15670","29221","Washington","Barack Obama",3417
"15674","29223","Wayne","Barack Obama",1813
"15678","29225","Webster","Barack Obama",4409
"15682","29227","Worth","Barack Obama",341
"15686","29229","Wright","Barack Obama",1953
"15690","29510","St. Louis City","Barack Obama",118780
"15695","28001","Adams","Barack Obama for President and Joe Biden for Vice President, Democrat",9061
"15701","28003","Alcorn","Barack Obama for President and Joe Biden for Vice President, Democrat",3511
"15707","28005","Amite","Barack Obama for President and Joe Biden for Vice President, Democrat",3242
"15713","28007","Attala","Barack Obama for President and Joe Biden for Vice President, Democrat",3927
"15719","28009","Benton","Barack Obama for President and Joe Biden for Vice President, Democrat",2051
"15725","28011","Bolivar","Barack Obama for President and Joe Biden for Vice President, Democrat",10582
"15731","28013","Calhoun","Barack Obama for President and Joe Biden for Vice President, Democrat",2586
"15737","28015","Carroll","Barack Obama for President and Joe Biden for Vice President, Democrat",2007
"15743","28017","Chickasaw","Barack Obama for President and Joe Biden for Vice President, Democrat",4378
"15749","28019","Choctaw","Barack Obama for President and Joe Biden for Vice President, Democrat",1428
"15755","28021","Claiborne","Barack Obama for President and Joe Biden for Vice President, Democrat",4838
"15761","28023","Clarke","Barack Obama for President and Joe Biden for Vice President, Democrat",3111
"15767","28025","Clay","Barack Obama for President and Joe Biden for Vice President, Democrat",6712
"15773","28027","Coahoma","Barack Obama for President and Joe Biden for Vice President, Democrat",7792
"15779","28029","Copiah","Barack Obama for President and Joe Biden for Vice President, Democrat",7749
"15785","28031","Covington","Barack Obama for President and Joe Biden for Vice President, Democrat",3878
"15791","28033","Desoto","Barack Obama for President and Joe Biden for Vice President, Democrat",21575
"15797","28035","Forrest","Barack Obama for President and Joe Biden for Vice President, Democrat",13272
"15803","28037","Franklin","Barack Obama for President and Joe Biden for Vice President, Democrat",1726
"15809","28039","George","Barack Obama for President and Joe Biden for Vice President, Democrat",1359
"15815","28041","Greene","Barack Obama for President and Joe Biden for Vice President, Democrat",1325
"15821","28043","Grenada","Barack Obama for President and Joe Biden for Vice President, Democrat",5288
"15827","28045","Hancock","Barack Obama for President and Joe Biden for Vice President, Democrat",3917
"15833","28047","Harrison","Barack Obama for President and Joe Biden for Vice President, Democrat",23119
"15839","28049","Hinds","Barack Obama for President and Joe Biden for Vice President, Democrat",76112
"15845","28051","Holmes","Barack Obama for President and Joe Biden for Vice President, Democrat",7812
"15851","28053","Humphreys","Barack Obama for President and Joe Biden for Vice President, Democrat",3903
"15857","28055","Issaquena","Barack Obama for President and Joe Biden for Vice President, Democrat",479
"15863","28057","Itawamba","Barack Obama for President and Joe Biden for Vice President, Democrat",1706
"15869","28059","Jackson","Barack Obama for President and Joe Biden for Vice President, Democrat",17299
"15875","28061","Jasper","Barack Obama for President and Joe Biden for Vice President, Democrat",5097
"15881","28065","Jefferson Davis","Barack Obama for President and Joe Biden for Vice President, Democrat",4267
"15887","28063","Jefferson","Barack Obama for President and Joe Biden for Vice President, Democrat",3951
"15893","28067","Jones","Barack Obama for President and Joe Biden for Vice President, Democrat",9211
"15899","28069","Kemper","Barack Obama for President and Joe Biden for Vice President, Democrat",3239
"15905","28071","Lafayette","Barack Obama for President and Joe Biden for Vice President, Democrat",8091
"15911","28073","Lamar","Barack Obama for President and Joe Biden for Vice President, Democrat",5494
"15917","28075","Lauderdale","Barack Obama for President and Joe Biden for Vice President, Democrat",13814
"15923","28077","Lawrence","Barack Obama for President and Joe Biden for Vice President, Democrat",2468
"15929","28079","Leake","Barack Obama for President and Joe Biden for Vice President, Democrat",4079
"15935","28081","Lee","Barack Obama for President and Joe Biden for Vice President, Democrat",12563
"15941","28083","Leflore","Barack Obama for President and Joe Biden for Vice President, Democrat",9119
"15947","28085","Lincoln","Barack Obama for President and Joe Biden for Vice President, Democrat",5471
"15953","28087","Lowndes","Barack Obama for President and Joe Biden for Vice President, Democrat",13388
"15959","28089","Madison","Barack Obama for President and Joe Biden for Vice President, Democrat",20722
"15965","28091","Marion","Barack Obama for President and Joe Biden for Vice President, Democrat",4393
"15971","28093","Marshall","Barack Obama for President and Joe Biden for Vice President, Democrat",9650
"15977","28095","Monroe","Barack Obama for President and Joe Biden for Vice President, Democrat",7056
"15983","28097","Montgomery","Barack Obama for President and Joe Biden for Vice President, Democrat",2675
"15989","28099","Neshoba","Barack Obama for President and Joe Biden for Vice President, Democrat",3089
"15995","28101","Newton","Barack Obama for President and Joe Biden for Vice President, Democrat",3319
"16001","28103","Noxubee","Barack Obama for President and Joe Biden for Vice President, Democrat",4920
"16007","28105","Oktibbeha","Barack Obama for President and Joe Biden for Vice President, Democrat",9095
"16013","28107","Panola","Barack Obama for President and Joe Biden for Vice President, Democrat",9079
"16019","28109","Pearl River","Barack Obama for President and Joe Biden for Vice President, Democrat",4366
"16025","28111","Perry","Barack Obama for President and Joe Biden for Vice President, Democrat",1527
"16031","28113","Pike","Barack Obama for President and Joe Biden for Vice President, Democrat",9650
"16037","28115","Pontotoc","Barack Obama for President and Joe Biden for Vice President, Democrat",2804
"16043","28117","Prentiss","Barack Obama for President and Joe Biden for Vice President, Democrat",2817
"16049","28119","Quitman","Barack Obama for President and Joe Biden for Vice President, Democrat",2837
"16055","28121","Rankin","Barack Obama for President and Joe Biden for Vice President, Democrat",14988
