"","fips","cand","st","votes","total_votes","pct","lead"
"9313","16013","Donald Trump","ID",3340,10723,0.311479996269701,"Hillary Clinton"
"9320","37149","Donald Trump","NC",6738,10723,0.62836892660636,"Donald Trump"
"9324","35028","Donald Trump","NM",3329,10716,0.310656961552818,"Hillary Clinton"
"9331","40089","Donald Trump","OK",8642,10709,0.806984779157718,"Donald Trump"
"9334","47025","Donald Trump","TN",8589,10706,0.802260414720717,"Donald Trump"
"9341","13225","Donald Trump","GA",5405,10699,0.505187400691653,"Donald Trump"
"9345","35047","Donald Trump","NM",2302,10697,0.215200523511265,"Hillary Clinton"
"9352","40115","Donald Trump","OK",7627,10686,0.713737600598914,"Donald Trump"
"9355","51163","Donald Trump","VA",6671,10685,0.624333177351427,"Donald Trump"
"9360","16053","Donald Trump","ID",7347,10667,0.688759726258554,"Donald Trump"
"9368","51139","Donald Trump","VA",7824,10663,0.733752227328144,"Donald Trump"
"9373","20059","Donald Trump","KS",7025,10658,0.659129292550197,"Donald Trump"
"9377","31155","Donald Trump","NE",7486,10598,0.706359690507643,"Donald Trump"
"9381","26133","Donald Trump","MI",7336,10597,0.692271397565349,"Donald Trump"
"9387","21167","Donald Trump","KY",7740,10584,0.731292517006803,"Donald Trump"
"9393","31177","Donald Trump","NE",7374,10584,0.69671201814059,"Donald Trump"
"9397","29069","Donald Trump","MO",8026,10574,0.759031586911292,"Donald Trump"
"9403","51840","Donald Trump","VA",4786,10574,0.452619633062228,"Hillary Clinton"
"9407","21085","Donald Trump","KY",8219,10572,0.777430949678396,"Donald Trump"
"9413","21193","Donald Trump","KY",8158,10572,0.771660991297768,"Donald Trump"
"9419","22075","Donald Trump","LA",6900,10572,0.65266742338252,"Donald Trump"
"9432","27039","Donald Trump","MN",6527,10564,0.617853085952291,"Donald Trump"
"9441","40039","Donald Trump","OK",7818,10531,0.742379641059728,"Donald Trump"
"9444","40049","Donald Trump","OK",8243,10531,0.782736682176431,"Donald Trump"
"9447","27055","Donald Trump","MN",5616,10515,0.534094151212554,"Donald Trump"
"9456","37033","Donald Trump","NC",5758,10515,0.547598668568711,"Donald Trump"
"9459","1019","Donald Trump","AL",8809,10503,0.838712748738456,"Donald Trump"
"9463","19123","Donald Trump","IA",7404,10494,0.705546026300743,"Donald Trump"
"9473","27091","Donald Trump","MN",7062,10469,0.674562995510555,"Donald Trump"
"9482","48007","Donald Trump","TX",7730,10467,0.738511512372217,"Donald Trump"
"9486","18135","Donald Trump","IN",7515,10456,0.718726090283091,"Donald Trump"
"9489","28043","Donald Trump","MS",5940,10442,0.568856540892549,"Donald Trump"
"9496","28099","Donald Trump","MS",7613,10438,0.729354282429584,"Donald Trump"
"9503","19027","Donald Trump","IA",6627,10435,0.635074269286057,"Donald Trump"
"9513","48365","Donald Trump","TX",8445,10413,0.811005473926822,"Donald Trump"
"9517","42067","Donald Trump","PA",8234,10402,0.791578542587964,"Donald Trump"
"9522","21183","Donald Trump","KY",7942,10398,0.76380073090979,"Donald Trump"
"9528","39175","Donald Trump","OH",7346,10396,0.706617929973067,"Donald Trump"
"9534","37007","Donald Trump","NC",4480,10394,0.431017894939388,"Hillary Clinton"
"9536","1005","Donald Trump","AL",5431,10390,0.522714148219442,"Donald Trump"
"9541","8097","Donald Trump","CO",2522,10387,0.242803504380476,"Hillary Clinton"
"9562","26129","Donald Trump","MI",6827,10386,0.657327171191989,"Donald Trump"
"9569","41027","Donald Trump","OR",3223,10383,0.310411249157276,"Hillary Clinton"
"9572","48299","Donald Trump","TX",8283,10377,0.798207574443481,"Donald Trump"
"9576","13305","Donald Trump","GA",8147,10376,0.78517733230532,"Donald Trump"
"9579","20149","Donald Trump","KS",7451,10359,0.7192779225794,"Donald Trump"
"9584","45069","Donald Trump","SC",4257,10353,0.411185163720661,"Hillary Clinton"
"9590","47017","Donald Trump","TN",7731,10333,0.748185425336301,"Donald Trump"
"9597","36049","Donald Trump","NY",6916,10312,0.670674941815361,"Donald Trump"
"9601","29175","Donald Trump","MO",7529,10309,0.730332718983413,"Donald Trump"
"9606","48407","Donald Trump","TX",8050,10305,0.781174187287724,"Donald Trump"
"9610","21043","Donald Trump","KY",7587,10274,0.738466030757251,"Donald Trump"
"9616","1133","Donald Trump","AL",9225,10255,0.899561189663579,"Donald Trump"
"9620","19059","Donald Trump","IA",6743,10247,0.658046257441202,"Donald Trump"
"9630","8093","Donald Trump","CO",6053,10245,0.590824792581747,"Donald Trump"
"9652","13087","Donald Trump","GA",6009,10238,0.586931041218988,"Donald Trump"
"9655","26019","Donald Trump","MI",5539,10221,0.541923490852167,"Donald Trump"
"9661","48019","Donald Trump","TX",8159,10213,0.798883775580143,"Donald Trump"
"9665","19097","Donald Trump","IA",5821,10204,0.57046256370051,"Donald Trump"
"9675","29049","Donald Trump","MO",7058,10197,0.692164362067275,"Donald Trump"
"9680","1099","Donald Trump","AL",5771,10185,0.566617574864998,"Donald Trump"
"9684","48363","Donald Trump","TX",8222,10175,0.808058968058968,"Donald Trump"
"9688","47077","Donald Trump","TN",8118,10172,0.798073141958317,"Donald Trump"
"9695","19019","Donald Trump","IA",5504,10137,0.542961428430502,"Donald Trump"
"9705","29001","Donald Trump","MO",6019,10137,0.593765413830522,"Donald Trump"
"9710","1111","Donald Trump","AL",7697,10130,0.759822309970385,"Donald Trump"
"9715","37185","Donald Trump","NC",3302,10123,0.326187888965722,"Hillary Clinton"
"9717","54053","Donald Trump","WV",7597,10115,0.751062778052397,"Donald Trump"
"9722","55001","Donald Trump","WI",5983,10107,0.591965964183239,"Donald Trump"
"9730","37091","Donald Trump","NC",3081,10100,0.305049504950495,"Hillary Clinton"
"9732","55067","Donald Trump","WI",6436,10093,0.637669672049936,"Donald Trump"
"9739","20009","Donald Trump","KS",7766,10088,0.769825535289453,"Donald Trump"
"9743","13147","Donald Trump","GA",7285,10077,0.72293341272204,"Donald Trump"
"9747","53055","Donald Trump","WA",2523,10059,0.250820161049806,"Hillary Clinton"
"9753","51169","Donald Trump","VA",8242,10055,0.819691695673794,"Donald Trump"
"9758","6005","Donald Trump","CA",6069,10049,0.603940690615982,"Donald Trump"
"9763","29007","Donald Trump","MO",6981,10043,0.695111022602808,"Donald Trump"
"9768","22037","Donald Trump","LA",5569,10042,0.554570802628958,"Donald Trump"
"9781","47109","Donald Trump","TN",7839,10035,0.781165919282511,"Donald Trump"
"9788","19105","Donald Trump","IA",5718,10011,0.57117171111777,"Donald Trump"
"9799","28025","Donald Trump","MS",4136,9960,0.415261044176707,"Hillary Clinton"
"9805","18147","Donald Trump","IN",6572,9959,0.659905613013355,"Donald Trump"
"9808","41045","Donald Trump","OR",7141,9950,0.717688442211055,"Donald Trump"
"9812","47071","Donald Trump","TN",8012,9949,0.805307066036788,"Donald Trump"
"9819","38093","Donald Trump","ND",6706,9938,0.67478365868384,"Donald Trump"
"9825","5103","Donald Trump","AR",5347,9929,0.538523516970491,"Donald Trump"
"9833","29055","Donald Trump","MO",7724,9920,0.778629032258065,"Donald Trump"
"9838","18181","Donald Trump","IN",6813,9902,0.688042819632398,"Donald Trump"
"9842","28163","Donald Trump","MS",4568,9892,0.461787302871007,"Hillary Clinton"
"9848","28117","Donald Trump","MS",7647,9871,0.774693546753115,"Donald Trump"
"9855","28123","Donald Trump","MS",5742,9867,0.581939799331104,"Donald Trump"
"9862","29083","Donald Trump","MO",7072,9855,0.717605276509386,"Donald Trump"
"9867","31067","Donald Trump","NE",6333,9854,0.642683174345443,"Donald Trump"
"9871","28039","Donald Trump","MS",8652,9831,0.880073237717425,"Donald Trump"
"9878","19065","Donald Trump","IA",5591,9813,0.56975440741873,"Donald Trump"
"9888","37199","Donald Trump","NC",6367,9808,0.649163947797716,"Donald Trump"
"9891","22085","Donald Trump","LA",7877,9785,0.805007664793051,"Donald Trump"
"9904","49039","Donald Trump","UT",6436,9778,0.658212313356515,"Donald Trump"
"9914","47185","Donald Trump","TN",7657,9776,0.783244680851064,"Donald Trump"
"9922","37131","Donald Trump","NC",3556,9761,0.364306935764778,"Hillary Clinton"
"9924","13257","Donald Trump","GA",7682,9760,0.787090163934426,"Donald Trump"
"9927","20055","Donald Trump","KS",6155,9731,0.632514643921488,"Donald Trump"
"9931","21013","Donald Trump","KY",7764,9718,0.798929820950813,"Donald Trump"
"9937","17145","Donald Trump","IL",6816,9706,0.702246033381414,"Donald Trump"
"9941","8075","Donald Trump","CO",7272,9702,0.749536178107607,"Donald Trump"
"9963","19157","Donald Trump","IA",4936,9693,0.509233467450738,"Donald Trump"
"9973","53003","Donald Trump","WA",5712,9684,0.589838909541512,"Donald Trump"
"9980","28057","Donald Trump","MS",8385,9634,0.870354992734067,"Donald Trump"
"9987","46135","Donald Trump","SD",5654,9616,0.587978369384359,"Donald Trump"
"9991","22083","Donald Trump","LA",6286,9596,0.655064610254273,"Donald Trump"
"10004","29015","Donald Trump","MO",7212,9584,0.752504173622704,"Donald Trump"
"10009","27161","Donald Trump","MN",5967,9579,0.622925148762919,"Donald Trump"
"10018","21115","Donald Trump","KY",8043,9572,0.840263267864605,"Donald Trump"
"10025","28083","Donald Trump","MS",2757,9566,0.28820823750784,"Hillary Clinton"
"10031","21137","Donald Trump","KY",7338,9561,0.76749294006903,"Donald Trump"
"10037","21081","Donald Trump","KY",7268,9556,0.760569275847635,"Donald Trump"
"10043","18087","Donald Trump","IN",7025,9552,0.735448073701843,"Donald Trump"
"10046","54009","Donald Trump","WV",6574,9540,0.689098532494759,"Donald Trump"
"10051","28153","Donald Trump","MS",5957,9534,0.624816446402349,"Donald Trump"
"10058","18041","Donald Trump","IN",6839,9530,0.717628541448059,"Donald Trump"
"10061","48185","Donald Trump","TX",7065,9528,0.741498740554156,"Donald Trump"
"10065","17051","Donald Trump","IL",7363,9515,0.773830793483973,"Donald Trump"
"10069","21215","Donald Trump","KY",7196,9513,0.756438557763061,"Donald Trump"
"10075","51079","Donald Trump","VA",5943,9503,0.625381458486794,"Donald Trump"
"10080","1107","Donald Trump","AL",5454,9494,0.574468085106383,"Donald Trump"
"10084","20191","Donald Trump","KS",6844,9494,0.720876342953444,"Donald Trump"
"10089","55007","Donald Trump","WI",4125,9491,0.43462227373301,"Hillary Clinton"
"10096","48273","Donald Trump","TX",4364,9483,0.46019192238743,"Hillary Clinton"
"10099","45011","Donald Trump","SC",4888,9479,0.515666209515772,"Donald Trump"
"10106","13035","Donald Trump","GA",6717,9477,0.708768597657487,"Donald Trump"
"10109","54059","Donald Trump","WV",7876,9469,0.831766818037808,"Donald Trump"
"10114","29147","Donald Trump","MO",6379,9439,0.675813115796165,"Donald Trump"
"10119","13211","Donald Trump","GA",6559,9435,0.695177530471648,"Donald Trump"
"10122","13237","Donald Trump","GA",6516,9431,0.690912946665253,"Donald Trump"
"10125","55119","Donald Trump","WI",6589,9417,0.699692046299246,"Donald Trump"
"10132","39105","Donald Trump","OH",6869,9410,0.729968119022317,"Donald Trump"
"10138","28133","Donald Trump","MS",2768,9406,0.294280246651074,"Hillary Clinton"
"10144","19031","Donald Trump","IA",5275,9386,0.56200724483273,"Donald Trump"
"10154","54067","Donald Trump","WV",7169,9385,0.76387852956846,"Donald Trump"
"10160","37015","Donald Trump","NC",3476,9380,0.370575692963753,"Hillary Clinton"
"10162","51105","Donald Trump","VA",7542,9353,0.806372286966749,"Donald Trump"
"10168","13033","Donald Trump","GA",4491,9350,0.480320855614973,"Hillary Clinton"
"10170","40015","Donald Trump","OK",6473,9336,0.693337617823479,"Donald Trump"
"10173","55047","Donald Trump","WI",6210,9315,0.666666666666667,"Donald Trump"
"10181","8051","Donald Trump","CO",3250,9299,0.349499946230778,"Hillary Clinton"
"10202","19087","Donald Trump","IA",5764,9286,0.620719362481154,"Donald Trump"
"10212","12123","Donald Trump","FL",6923,9279,0.746093329022524,"Donald Trump"
"10218","29221","Donald Trump","MO",7047,9279,0.759456838021338,"Donald Trump"
"10223","30053","Donald Trump","MT",6720,9272,0.724762726488352,"Donald Trump"
"10228","13189","Donald Trump","GA",5432,9268,0.586102719033233,"Donald Trump"
"10231","22003","Donald Trump","LA",6867,9245,0.742779881016766,"Donald Trump"
"10244","29195","Donald Trump","MO",5977,9245,0.646511627906977,"Donald Trump"
"10249","47069","Donald Trump","TN",4912,9242,0.531486691192383,"Donald Trump"
"10256","18149","Donald Trump","IN",6367,9226,0.690114892694559,"Donald Trump"
"10259","51027","Donald Trump","VA",7292,9220,0.790889370932755,"Donald Trump"
"10264","55053","Donald Trump","WI",4907,9202,0.533253640512932,"Donald Trump"
"10271","13131","Donald Trump","GA",6047,9187,0.658212691847175,"Donald Trump"
"10274","27001","Donald Trump","MN",5516,9185,0.600544365813827,"Donald Trump"
"10283","13199","Donald Trump","GA",5216,9181,0.568129833351487,"Donald Trump"
"10286","54097","Donald Trump","WV",6971,9180,0.759368191721133,"Donald Trump"
"10291","48449","Donald Trump","TX",6405,9176,0.698016564952049,"Donald Trump"
"10295","24029","Donald Trump","MD",4598,9166,0.501636482653284,"Donald Trump"
"10299","19055","Donald Trump","IA",5688,9165,0.620621931260229,"Donald Trump"
"10309","22041","Donald Trump","LA",6514,9162,0.710980135341629,"Donald Trump"
"10322","23021","Donald Trump","ME",5403,9144,0.590879265091864,"Donald Trump"
"10326","28139","Donald Trump","MS",7182,9143,0.785518976265996,"Donald Trump"
"10333","29003","Donald Trump","MO",6665,9140,0.729212253829322,"Donald Trump"
"10338","21133","Donald Trump","KY",7293,9134,0.798445368951171,"Donald Trump"
"10344","51820","Donald Trump","VA",4798,9114,0.526442835198596,"Donald Trump"
"10350","51147","Donald Trump","VA",4099,9113,0.449796993306266,"Hillary Clinton"
"10354","13279","Donald Trump","GA",6612,9108,0.725955204216074,"Donald Trump"
"10357","19043","Donald Trump","IA",5309,9098,0.583534842822598,"Donald Trump"
"10367","6035","Donald Trump","CA",6533,9089,0.71878094399824,"Donald Trump"
"10372","51101","Donald Trump","VA",5963,9088,0.656139964788732,"Donald Trump"
"10377","5071","Donald Trump","AR",6072,9086,0.668280871670702,"Donald Trump"
"10385","30067","Donald Trump","MT",4872,9086,0.536209553158706,"Donald Trump"
"10390","48419","Donald Trump","TX",7171,9072,0.790454144620811,"Donald Trump"
"10394","18143","Donald Trump","IN",6074,9060,0.670419426048565,"Donald Trump"
"10397","55129","Donald Trump","WI",5404,9059,0.596533833756485,"Donald Trump"
"10404","36123","Donald Trump","NY",5180,8975,0.577158774373259,"Donald Trump"
"10409","51670","Donald Trump","VA",3885,8968,0.433206958073149,"Hillary Clinton"
"10413","48463","Donald Trump","TX",4828,8936,0.540286481647269,"Donald Trump"
"10417","26079","Donald Trump","MI",6213,8920,0.69652466367713,"Donald Trump"
"10424","28027","Donald Trump","MS",2426,8912,0.27221723518851,"Hillary Clinton"
"10430","17147","Donald Trump","IL",5623,8899,0.631868749297674,"Donald Trump"
"10434","35027","Donald Trump","NM",5889,8892,0.662280701754386,"Donald Trump"
"10442","5027","Donald Trump","AR",5456,8887,0.613930460222797,"Donald Trump"
"10450","41031","Donald Trump","OR",5337,8874,0.601419878296146,"Donald Trump"
"10454","51175","Donald Trump","VA",5035,8872,0.567515779981966,"Donald Trump"
"10459","53049","Donald Trump","WA",4444,8872,0.500901713255185,"Donald Trump"
"10466","22029","Donald Trump","LA",5474,8869,0.617205998421468,"Donald Trump"
"10479","21205","Donald Trump","KY",5174,8842,0.585161728115811,"Donald Trump"
"10485","39125","Donald Trump","OH",6359,8842,0.719181180728342,"Donald Trump"
"10490","13133","Donald Trump","GA",5488,8831,0.621447174725399,"Donald Trump"
"10493","6063","Donald Trump","CA",5079,8830,0.57519818799547,"Donald Trump"
"10498","22043","Donald Trump","LA",7406,8819,0.839777752579658,"Donald Trump"
"10511","29141","Donald Trump","MO",6757,8815,0.766534316505956,"Donald Trump"
"10516","48189","Donald Trump","TX",6347,8802,0.721086116791638,"Donald Trump"
"10520","21017","Donald Trump","KY",5569,8795,0.633200682205799,"Donald Trump"
"10527","45049","Donald Trump","SC",3483,8794,0.396065499204003,"Hillary Clinton"
"10533","28031","Donald Trump","MS",5423,8790,0.616951080773606,"Donald Trump"
"10540","19095","Donald Trump","IA",5193,8789,0.590852201615656,"Donald Trump"
"10550","21027","Donald Trump","KY",6484,8771,0.739254360962262,"Donald Trump"
"10556","28159","Donald Trump","MS",4874,8771,0.555694903659788,"Donald Trump"
"10563","24039","Donald Trump","MD",5056,8768,0.576642335766423,"Donald Trump"
"10567","1007","Donald Trump","AL",6733,8748,0.769661636945588,"Donald Trump"
"10572","1087","Donald Trump","AL",1394,8748,0.159350708733425,"Hillary Clinton"
"10575","29157","Donald Trump","MO",6907,8732,0.790998625744389,"Donald Trump"
"10580","55013","Donald Trump","WI",5412,8719,0.62071338456245,"Donald Trump"
"10587","48227","Donald Trump","TX",6635,8692,0.763345605154165,"Donald Trump"
"10591","1013","Donald Trump","AL",4891,8685,0.563154864709269,"Donald Trump"
"10595","47097","Donald Trump","TN",4884,8678,0.562802489052777,"Donald Trump"
"10602","13231","Donald Trump","GA",7273,8675,0.838386167146974,"Donald Trump"
"10605","54005","Donald Trump","WV",6483,8654,0.749133348740467,"Donald Trump"
"10610","19171","Donald Trump","IA",4968,8636,0.575266327003242,"Donald Trump"
"10620","48285","Donald Trump","TX",7339,8633,0.850110042858798,"Donald Trump"
"10624","18015","Donald Trump","IN",6273,8609,0.728656057614125,"Donald Trump"
"10627","48331","Donald Trump","TX",6340,8607,0.736609736261183,"Donald Trump"
"10631","48337","Donald Trump","TX",7526,8604,0.874709437470944,"Donald Trump"
"10635","28101","Donald Trump","MS",5929,8594,0.689899930183849,"Donald Trump"
"10642","27105","Donald Trump","MN",5299,8592,0.616736499068901,"Donald Trump"
"10651","29217","Donald Trump","MO",6526,8576,0.760960820895522,"Donald Trump"
"10656","18153","Donald Trump","IN",6138,8559,0.71713985278654,"Donald Trump"
"10659","45081","Donald Trump","SC",5525,8559,0.645519336371071,"Donald Trump"
"10666","54027","Donald Trump","WV",6646,8557,0.776674068014491,"Donald Trump"
"10671","19041","Donald Trump","IA",5870,8542,0.687192694919223,"Donald Trump"
"10681","42093","Donald Trump","PA",5274,8535,0.61792618629174,"Donald Trump"
"10686","19121","Donald Trump","IA",5336,8523,0.62607063240643,"Donald Trump"
"10696","18119","Donald Trump","IN",6151,8520,0.721948356807512,"Donald Trump"
"10699","16039","Donald Trump","ID",5816,8519,0.682709238173494,"Donald Trump"
"10707","17181","Donald Trump","IL",5780,8514,0.678881841672539,"Donald Trump"
"10711","8049","Donald Trump","CO",4467,8513,0.5247268882885,"Donald Trump"
"10733","17033","Donald Trump","IL",6146,8507,0.722463853297285,"Donald Trump"
"10737","12059","Donald Trump","FL",7476,8506,0.878909005407947,"Donald Trump"
"10743","5019","Donald Trump","AR",4398,8505,0.51710758377425,"Donald Trump"
"10751","19109","Donald Trump","IA",5637,8505,0.662786596119929,"Donald Trump"
"10761","12079","Donald Trump","FL",4849,8503,0.570269316711749,"Donald Trump"
"10767","1129","Donald Trump","AL",6031,8492,0.710197833254828,"Donald Trump"
"10771","51141","Donald Trump","VA",6454,8489,0.760278006832371,"Donald Trump"
"10776","31047","Donald Trump","NE",5935,8486,0.699387226019326,"Donald Trump"
"10780","48089","Donald Trump","TX",6323,8480,0.74563679245283,"Donald Trump"
"10784","41001","Donald Trump","OR",6160,8479,0.726500766599835,"Donald Trump"
"10788","13119","Donald Trump","GA",7054,8474,0.83242860514515,"Donald Trump"
"10792","28061","Donald Trump","MS",4032,8468,0.476145488899386,"Hillary Clinton"
"10798","29186","Donald Trump","MO",5495,8459,0.649603972100721,"Donald Trump"
"10803","48025","Donald Trump","TX",4743,8458,0.560770867817451,"Donald Trump"
"10807","28079","Donald Trump","MS",4775,8436,0.566026552868658,"Donald Trump"
"10814","51570","Donald Trump","VA",5681,8427,0.674142636762786,"Donald Trump"
"10819","19083","Donald Trump","IA",5231,8423,0.621037635046895,"Donald Trump"
"10829","36097","Donald Trump","NY",5179,8423,0.614864062685504,"Donald Trump"
"10834","13303","Donald Trump","GA",4138,8422,0.491332225124673,"Hillary Clinton"
"10836","12041","Donald Trump","FL",6740,8418,0.800665241149917,"Donald Trump"
"10842","17131","Donald Trump","IL",4800,8417,0.570274444576452,"Donald Trump"
"10846","56023","Donald Trump","WY",6779,8398,0.807216003810431,"Donald Trump"
"10852","20021","Donald Trump","KS",6017,8386,0.717505366086334,"Donald Trump"
"10856","18049","Donald Trump","IN",6010,8374,0.717697635538572,"Donald Trump"
"10859","28141","Donald Trump","MS",7117,8310,0.856438026474128,"Donald Trump"
"10866","48225","Donald Trump","TX",6205,8302,0.747410262587328,"Donald Trump"
"10871","53075","Donald Trump","WA",3732,8300,0.449638554216867,"Hillary Clinton"
"10877","51193","Donald Trump","VA",4331,8291,0.522373658183573,"Donald Trump"
"10882","13321","Donald Trump","GA",6144,8266,0.743285748850714,"Donald Trump"
"10885","17191","Donald Trump","IL",6963,8256,0.843386627906977,"Donald Trump"
"10889","51125","Donald Trump","VA",4150,8247,0.503213289681096,"Donald Trump"
"10894","13055","Donald Trump","GA",6457,8246,0.783046325491147,"Donald Trump"
"10897","29119","Donald Trump","MO",6599,8233,0.80153042633305,"Donald Trump"
"10902","21001","Donald Trump","KY",6637,8231,0.806341878265095,"Donald Trump"
"10908","16049","Donald Trump","ID",6441,8223,0.783290769792047,"Donald Trump"
"10916","5113","Donald Trump","AR",6606,8215,0.804138770541692,"Donald Trump"
"10924","1057","Donald Trump","AL",6705,8196,0.818081991215227,"Donald Trump"
"10928","51071","Donald Trump","VA",5930,8196,0.723523670082967,"Donald Trump"
"10933","47133","Donald Trump","TN",6055,8195,0.738865161683954,"Donald Trump"
"10940","18117","Donald Trump","IN",5800,8189,0.708267187690805,"Donald Trump"
"10943","19021","Donald Trump","IA",4895,8179,0.598483922239883,"Donald Trump"
"10953","16031","Donald Trump","ID",5949,8178,0.727439471753485,"Donald Trump"
"10961","51133","Donald Trump","VA",5089,8176,0.622431506849315,"Donald Trump"
"10966","21207","Donald Trump","KY",6863,8174,0.839613408367996,"Donald Trump"
"10972","46065","Donald Trump","SD",5174,8173,0.633060075859537,"Donald Trump"
"10976","20087","Donald Trump","KS",5112,8151,0.627162311372838,"Donald Trump"
"10980","48281","Donald Trump","TX",6371,8149,0.781813719474782,"Donald Trump"
"10984","53039","Donald Trump","WA",4436,8132,0.545499262174127,"Donald Trump"
"10991","51043","Donald Trump","VA",4657,8131,0.572746279670397,"Donald Trump"
"10996","48233","Donald Trump","TX",7039,8126,0.866231848387891,"Donald Trump"
"11000","27065","Donald Trump","MN",5230,8125,0.643692307692308,"Donald Trump"
"11010","45061","Donald Trump","SC",2789,8110,0.343896424167694,"Hillary Clinton"
"11016","21155","Donald Trump","KY",5122,8109,0.631643852509557,"Donald Trump"
"11022","21003","Donald Trump","KY",6466,8091,0.799159560004944,"Donald Trump"
"11028","17041","Donald Trump","IL",5695,8089,0.704042526888367,"Donald Trump"
"11032","29229","Donald Trump","MO",6703,8086,0.828963640860747,"Donald Trump"
"11037","5003","Donald Trump","AR",5338,8083,0.660398366942967,"Donald Trump"
"11045","37011","Donald Trump","NC",6226,8060,0.772456575682382,"Donald Trump"
"11048","56041","Donald Trump","WY",6154,8053,0.764187259406432,"Donald Trump"
"11054","40133","Donald Trump","OK",5612,8032,0.698705179282869,"Donald Trump"
"11057","18123","Donald Trump","IN",4556,8025,0.567725856697819,"Donald Trump"
"11060","29013","Donald Trump","MO",6000,8021,0.748036404438349,"Donald Trump"
"11065","1067","Donald Trump","AL",5623,8017,0.701384557814644,"Donald Trump"
"11070","35006","Donald Trump","NM",3179,8017,0.396532368716478,"Hillary Clinton"
"11077","37079","Donald Trump","NC",4358,8013,0.54386621739673,"Donald Trump"
"11081","1065","Donald Trump","AL",3172,8010,0.396004993757803,"Hillary Clinton"
"11084","20041","Donald Trump","KS",5905,8008,0.737387612387612,"Donald Trump"
"11088","19101","Donald Trump","IA",3738,8001,0.467191601049869,"Donald Trump"
"11098","21231","Donald Trump","KY",6370,7991,0.797146790138906,"Donald Trump"
"11104","19067","Donald Trump","IA",4371,7985,0.547401377582968,"Donald Trump"
"11114","47057","Donald Trump","TN",6618,7985,0.828804007514089,"Donald Trump"
"11121","29053","Donald Trump","MO",5623,7976,0.704989969909729,"Donald Trump"
"11126","51063","Donald Trump","VA",5289,7972,0.663447064726543,"Donald Trump"
"11131","48457","Donald Trump","TX",6601,7969,0.828334797339691,"Donald Trump"
"11135","18075","Donald Trump","IN",5697,7962,0.715523737754333,"Donald Trump"
"11138","55103","Donald Trump","WI",4021,7962,0.505023863350917,"Donald Trump"
"11145","40091","Donald Trump","OK",5501,7958,0.691254083940689,"Donald Trump"
"11148","51011","Donald Trump","VA",5714,7954,0.718380688961529,"Donald Trump"
"11153","16045","Donald Trump","ID",5980,7952,0.752012072434608,"Donald Trump"
"11161","46035","Donald Trump","SD",5157,7952,0.648516096579477,"Donald Trump"
"11165","6015","Donald Trump","CA",4370,7949,0.549754686124041,"Donald Trump"
"11170","13241","Donald Trump","GA",6287,7949,0.790917096490125,"Donald Trump"
"11173","37121","Donald Trump","NC",6225,7948,0.783215903371917,"Donald Trump"
"11177","55003","Donald Trump","WI",3428,7926,0.432500630835226,"Hillary Clinton"
"11183","49041","Donald Trump","UT",6146,7925,0.775520504731861,"Donald Trump"
"11193","5029","Donald Trump","AR",4844,7921,0.611538947102639,"Donald Trump"
"11201","20099","Donald Trump","KS",5232,7919,0.660689480995075,"Donald Trump"
"11205","13105","Donald Trump","GA",5269,7912,0.665950455005056,"Donald Trump"
"11208","5083","Donald Trump","AR",5737,7909,0.725376153748894,"Donald Trump"
"11216","18013","Donald Trump","IN",5015,7908,0.634167931208902,"Donald Trump"
"11219","46127","Donald Trump","SD",5288,7895,0.669791006966434,"Donald Trump"
"11223","28017","Donald Trump","MS",4127,7890,0.523067173637516,"Donald Trump"
"11230","13205","Donald Trump","GA",4272,7857,0.543718976708667,"Donald Trump"
"11233","13107","Donald Trump","GA",5330,7838,0.680020413370758,"Donald Trump"
"11236","17023","Donald Trump","IL",5620,7819,0.7187619900243,"Donald Trump"
"11240","17067","Donald Trump","IL",5713,7818,0.73074955231517,"Donald Trump"
"11244","55077","Donald Trump","WI",4712,7813,0.603097401766287,"Donald Trump"
"11251","54109","Donald Trump","WV",6527,7809,0.835830452042515,"Donald Trump"
"11256","40065","Donald Trump","OK",5969,7806,0.764668203945683,"Donald Trump"
"11259","48035","Donald Trump","TX",6325,7797,0.811209439528024,"Donald Trump"
"11263","17045","Donald Trump","IL",5634,7783,0.723885391237312,"Donald Trump"
"11267","21097","Donald Trump","KY",5435,7780,0.698586118251928,"Donald Trump"
"11273","42105","Donald Trump","PA",6247,7777,0.803266040889803,"Donald Trump"
"11278","27135","Donald Trump","MN",5451,7767,0.701815372730784,"Donald Trump"
"11287","55113","Donald Trump","WI",4625,7767,0.595468005664993,"Donald Trump"
"11294","47081","Donald Trump","TN",5685,7762,0.732414326204586,"Donald Trump"
"11301","6027","Donald Trump","CA",4128,7761,0.531890220332431,"Donald Trump"
"11306","31159","Donald Trump","NE",5451,7754,0.702992004126902,"Donald Trump"
"11310","27143","Donald Trump","MN",5193,7727,0.672059013847548,"Donald Trump"
"11319","28023","Donald Trump","MS",5088,7713,0.659665499805523,"Donald Trump"
"11326","17187","Donald Trump","IL",4267,7700,0.554155844155844,"Donald Trump"
"11330","55023","Donald Trump","WI",3844,7678,0.50065121125293,"Donald Trump"
"11338","51610","Donald Trump","VA",1323,7667,0.172557714881962,"Hillary Clinton"
"11342","48503","Donald Trump","TX",6587,7658,0.860146252285192,"Donald Trump"
"11346","49007","Donald Trump","UT",5055,7654,0.660438986151032,"Donald Trump"
