"","fips","cand","st","votes","total_votes","pct","lead"
"14933","27073","Hillary Clinton","MN",1301,3835,0.339243807040417,"Donald Trump"
"14942","19151","Hillary Clinton","IA",962,3831,0.25110937092143,"Donald Trump"
"14952","20029","Hillary Clinton","KS",744,3831,0.194205168363352,"Donald Trump"
"14956","5079","Hillary Clinton","AR",1252,3826,0.32723470987977,"Donald Trump"
"14964","41037","Hillary Clinton","OR",628,3814,0.16465652857892,"Donald Trump"
"14968","16015","Hillary Clinton","ID",777,3812,0.203830010493179,"Donald Trump"
"14976","20151","Hillary Clinton","KS",769,3806,0.202049395691014,"Donald Trump"
"14980","16035","Hillary Clinton","ID",704,3801,0.185214417258616,"Donald Trump"
"14988","13271","Hillary Clinton","GA",1313,3794,0.34607274644175,"Donald Trump"
"14991","40011","Hillary Clinton","OK",711,3793,0.187450566833641,"Donald Trump"
"14994","17169","Hillary Clinton","IL",1074,3792,0.283227848101266,"Donald Trump"
"14998","21223","Hillary Clinton","KY",879,3788,0.232048574445618,"Donald Trump"
"15004","40085","Hillary Clinton","OK",735,3787,0.194085027726433,"Donald Trump"
"15006","50013","Hillary Clinton","VT",2094,3778,0.554261514028587,"Hillary Clinton"
"15013","32033","Hillary Clinton","NV",707,3773,0.187384044526902,"Donald Trump"
"15019","8055","Hillary Clinton","CO",1631,3772,0.432396606574761,"Donald Trump"
"15041","56011","Hillary Clinton","WY",271,3771,0.0718642269954919,"Donald Trump"
"15047","49037","Hillary Clinton","UT",1143,3770,0.303183023872679,"Donald Trump"
"15057","48399","Hillary Clinton","TX",452,3765,0.120053120849934,"Donald Trump"
"15061","19001","Hillary Clinton","IA",1127,3759,0.299813780260708,"Donald Trump"
"15071","13043","Hillary Clinton","GA",1023,3757,0.272291722118712,"Donald Trump"
"15074","5101","Hillary Clinton","AR",699,3753,0.186250999200639,"Donald Trump"
"15082","55091","Hillary Clinton","WI",1345,3746,0.359049652963161,"Donald Trump"
"15088","51036","Hillary Clinton","VA",2244,3745,0.599198931909212,"Hillary Clinton"
"15094","31179","Hillary Clinton","NE",828,3740,0.221390374331551,"Donald Trump"
"15098","5129","Hillary Clinton","AR",601,3728,0.161212446351931,"Donald Trump"
"15106","20027","Hillary Clinton","KS",665,3727,0.178427689830963,"Donald Trump"
"15110","56043","Hillary Clinton","WY",532,3715,0.143203230148048,"Donald Trump"
"15116","48175","Hillary Clinton","TX",973,3713,0.262052248855373,"Donald Trump"
"15120","31121","Hillary Clinton","NE",601,3707,0.162125708119773,"Donald Trump"
"15124","19053","Hillary Clinton","IA",1201,3703,0.324331623008372,"Donald Trump"
"15134","22023","Hillary Clinton","LA",323,3692,0.0874864572047671,"Donald Trump"
"15147","29061","Hillary Clinton","MO",730,3689,0.197885605855245,"Donald Trump"
"15152","13167","Hillary Clinton","GA",1136,3682,0.308527973927213,"Donald Trump"
"15155","29081","Hillary Clinton","MO",574,3682,0.155893536121673,"Donald Trump"
"15160","31147","Hillary Clinton","NE",798,3666,0.217675941080196,"Donald Trump"
"15164","40151","Hillary Clinton","OK",521,3665,0.142155525238745,"Donald Trump"
"15166","38079","Hillary Clinton","ND",2097,3662,0.572637902785363,"Hillary Clinton"
"15173","13155","Hillary Clinton","GA",890,3659,0.243235856791473,"Donald Trump"
"15176","18007","Hillary Clinton","IN",860,3654,0.23535851122058,"Donald Trump"
"15179","5011","Hillary Clinton","AR",1317,3652,0.360624315443593,"Donald Trump"
"15187","51159","Hillary Clinton","VA",1347,3651,0.368940016433854,"Donald Trump"
"15192","18155","Hillary Clinton","IN",930,3639,0.255564715581204,"Donald Trump"
"15195","48083","Hillary Clinton","TX",387,3635,0.10646492434663,"Donald Trump"
"15199","54095","Hillary Clinton","WV",505,3621,0.139464236398785,"Donald Trump"
"15204","54075","Hillary Clinton","WV",924,3619,0.25531914893617,"Donald Trump"
"15209","51097","Hillary Clinton","VA",1451,3615,0.401383125864454,"Donald Trump"
"15214","8063","Hillary Clinton","CO",526,3613,0.145585386105729,"Donald Trump"
"15236","48193","Hillary Clinton","TX",479,3609,0.13272374619008,"Donald Trump"
"15240","13109","Hillary Clinton","GA",1130,3602,0.313714602998334,"Donald Trump"
"15242","28053","Hillary Clinton","MS",2652,3599,0.736871353153654,"Hillary Clinton"
"15250","13235","Hillary Clinton","GA",1104,3598,0.306837131739855,"Donald Trump"
"15253","19093","Hillary Clinton","IA",792,3590,0.220612813370474,"Donald Trump"
"15263","31139","Hillary Clinton","NE",382,3580,0.106703910614525,"Donald Trump"
"15267","31045","Hillary Clinton","NE",785,3578,0.21939631078815,"Donald Trump"
"15270","45005","Hillary Clinton","SC",2722,3578,0.760760201229737,"Hillary Clinton"
"15278","13253","Hillary Clinton","GA",1186,3577,0.331562762091138,"Donald Trump"
"15280","8047","Hillary Clinton","CO",1634,3574,0.457190822607722,"Hillary Clinton"
"15302","13141","Hillary Clinton","GA",2695,3572,0.75447928331467,"Hillary Clinton"
"15306","20159","Hillary Clinton","KS",668,3567,0.187272217549762,"Donald Trump"
"15310","35037","Hillary Clinton","NM",1016,3567,0.284833193159518,"Donald Trump"
"15318","46047","Hillary Clinton","SD",821,3563,0.230423800168397,"Donald Trump"
"15322","48405","Hillary Clinton","TX",907,3563,0.254560763401628,"Donald Trump"
"15326","46051","Hillary Clinton","SD",970,3562,0.272318921953958,"Donald Trump"
"15330","48115","Hillary Clinton","TX",835,3562,0.234418865805727,"Donald Trump"
"15334","13209","Hillary Clinton","GA",847,3560,0.237921348314607,"Donald Trump"
"15337","19071","Hillary Clinton","IA",959,3554,0.269836803601576,"Donald Trump"
"15347","21023","Hillary Clinton","KY",705,3527,0.199886589169266,"Donald Trump"
"15353","19177","Hillary Clinton","IA",843,3526,0.23908111174135,"Donald Trump"
"15363","31021","Hillary Clinton","NE",928,3523,0.26341186488788,"Donald Trump"
"15367","30085","Hillary Clinton","MT",1504,3502,0.429468874928612,"Donald Trump"
"15372","40075","Hillary Clinton","OK",766,3489,0.219547148179994,"Donald Trump"
"15375","26013","Hillary Clinton","MI",1156,3486,0.331612162937464,"Donald Trump"
"15381","20193","Hillary Clinton","KS",467,3483,0.134079816250359,"Donald Trump"
"15385","20205","Hillary Clinton","KS",550,3482,0.157955198161976,"Donald Trump"
"15389","49025","Hillary Clinton","UT",739,3482,0.212234348075819,"Donald Trump"
"15399","17071","Hillary Clinton","IL",1151,3480,0.330747126436782,"Donald Trump"
"15403","55051","Hillary Clinton","WI",1273,3477,0.366120218579235,"Donald Trump"
"15410","5097","Hillary Clinton","AR",735,3471,0.211754537597234,"Donald Trump"
"15418","54093","Hillary Clinton","WV",750,3464,0.216512702078522,"Donald Trump"
"15422","28143","Hillary Clinton","MS",2577,3463,0.744152468957551,"Hillary Clinton"
"15430","27051","Hillary Clinton","MN",1104,3453,0.319721980886186,"Donald Trump"
"15439","48429","Hillary Clinton","TX",348,3453,0.100781928757602,"Donald Trump"
"15443","5117","Hillary Clinton","AR",812,3440,0.236046511627907,"Donald Trump"
"15451","38009","Hillary Clinton","ND",734,3437,0.213558335757928,"Donald Trump"
"15457","8103","Hillary Clinton","CO",433,3436,0.126018626309662,"Donald Trump"
"15479","46023","Hillary Clinton","SD",935,3433,0.272356539469851,"Donald Trump"
"15483","31095","Hillary Clinton","NE",831,3430,0.242274052478134,"Donald Trump"
"15487","26131","Hillary Clinton","MI",1175,3420,0.343567251461988,"Donald Trump"
"15493","48475","Hillary Clinton","TX",780,3413,0.228537943158512,"Donald Trump"
"15497","13269","Hillary Clinton","GA",1295,3402,0.380658436213992,"Donald Trump"
"15500","40093","Hillary Clinton","OK",310,3399,0.0912032950867902,"Donald Trump"
"15503","13287","Hillary Clinton","GA",1243,3390,0.366666666666667,"Donald Trump"
"15505","48507","Hillary Clinton","TX",2633,3390,0.77669616519174,"Hillary Clinton"
"15510","19009","Hillary Clinton","IA",1079,3379,0.319325244155075,"Donald Trump"
"15520","12067","Hillary Clinton","FL",515,3375,0.152592592592593,"Donald Trump"
"15526","30087","Hillary Clinton","MT",969,3372,0.287366548042705,"Donald Trump"
"15531","20043","Hillary Clinton","KS",584,3366,0.173499702911468,"Donald Trump"
"15535","46067","Hillary Clinton","SD",692,3365,0.205646359583952,"Donald Trump"
"15538","27031","Hillary Clinton","MN",1912,3360,0.569047619047619,"Hillary Clinton"
"15548","6049","Hillary Clinton","CA",798,3359,0.237570705567133,"Donald Trump"
"15552","28119","Hillary Clinton","MS",2303,3353,0.686847599164927,"Hillary Clinton"
"15560","5025","Hillary Clinton","AR",723,3352,0.215692124105012,"Donald Trump"
"15568","20197","Hillary Clinton","KS",773,3340,0.231437125748503,"Donald Trump"
"15572","48237","Hillary Clinton","TX",314,3339,0.0940401317759808,"Donald Trump"
"15576","21077","Hillary Clinton","KY",749,3337,0.224453101588253,"Donald Trump"
"15582","56045","Hillary Clinton","WY",294,3334,0.0881823635272945,"Donald Trump"
"15588","29045","Hillary Clinton","MO",724,3316,0.218335343787696,"Donald Trump"
"15593","17047","Hillary Clinton","IL",432,3312,0.130434782608696,"Donald Trump"
"15597","12077","Hillary Clinton","FL",651,3295,0.197572078907435,"Donald Trump"
"15602","8091","Hillary Clinton","CO",1690,3287,0.51414663827198,"Hillary Clinton"
"15625","18161","Hillary Clinton","IN",715,3286,0.217589774802191,"Donald Trump"
"15628","20095","Hillary Clinton","KS",594,3281,0.181042365132582,"Donald Trump"
"15632","27167","Hillary Clinton","MN",893,3279,0.272339127782861,"Donald Trump"
"15641","20003","Hillary Clinton","KS",665,3277,0.202929508696979,"Donald Trump"
"15645","29205","Hillary Clinton","MO",606,3252,0.186346863468635,"Donald Trump"
"15650","4011","Hillary Clinton","AZ",1092,3243,0.33672525439408,"Donald Trump"
"15654","5099","Hillary Clinton","AR",1156,3243,0.356460067838421,"Donald Trump"
"15661","13263","Hillary Clinton","GA",2001,3243,0.617021276595745,"Hillary Clinton"
"15665","31099","Hillary Clinton","NE",550,3242,0.169648365206663,"Donald Trump"
"15669","27107","Hillary Clinton","MN",1264,3232,0.391089108910891,"Donald Trump"
"15677","48127","Hillary Clinton","TX",2173,3225,0.673798449612403,"Hillary Clinton"
"15682","31003","Hillary Clinton","NE",381,3220,0.11832298136646,"Donald Trump"
"15686","54071","Hillary Clinton","WV",726,3212,0.226027397260274,"Donald Trump"
"15691","19143","Hillary Clinton","IA",552,3197,0.172661870503597,"Donald Trump"
"15700","48389","Hillary Clinton","TX",1659,3184,0.521042713567839,"Hillary Clinton"
"15705","13197","Hillary Clinton","GA",1213,3183,0.381087024819353,"Donald Trump"
"15707","8065","Hillary Clinton","CO",1600,3175,0.503937007874016,"Hillary Clinton"
"15730","31037","Hillary Clinton","NE",857,3172,0.270176544766709,"Donald Trump"
"15734","42113","Hillary Clinton","PA",756,3168,0.238636363636364,"Donald Trump"
"15739","47083","Hillary Clinton","TN",865,3165,0.273301737756714,"Donald Trump"
"15746","30099","Hillary Clinton","MT",803,3155,0.254516640253566,"Donald Trump"
"15751","20167","Hillary Clinton","KS",454,3148,0.144218551461245,"Donald Trump"
"15755","47169","Hillary Clinton","TN",943,3142,0.300127307447486,"Donald Trump"
"15761","48505","Hillary Clinton","TX",2056,3134,0.656030631780472,"Hillary Clinton"
"15766","54073","Hillary Clinton","WV",620,3130,0.198083067092652,"Donald Trump"
"15771","51021","Hillary Clinton","VA",453,3124,0.145006402048656,"Donald Trump"
"15776","53019","Hillary Clinton","WA",960,3123,0.307396733909702,"Donald Trump"
"15783","30007","Hillary Clinton","MT",566,3102,0.182462927143778,"Donald Trump"
"15788","38067","Hillary Clinton","ND",681,3093,0.220174587778855,"Donald Trump"
"15794","48307","Hillary Clinton","TX",480,3086,0.155541153596889,"Donald Trump"
"15798","31031","Hillary Clinton","NE",317,3082,0.102855288773524,"Donald Trump"
"15802","17155","Hillary Clinton","IL",1143,3076,0.371586475942783,"Donald Trump"
"15806","21057","Hillary Clinton","KY",459,3066,0.149706457925636,"Donald Trump"
"15812","8027","Hillary Clinton","CO",797,3064,0.260117493472585,"Donald Trump"
"15834","5127","Hillary Clinton","AR",507,3038,0.166886109282423,"Donald Trump"
"15843","16029","Hillary Clinton","ID",271,3035,0.0892915980230642,"Donald Trump"
"15850","31127","Hillary Clinton","NE",765,3035,0.252059308072488,"Donald Trump"
"15854","13165","Hillary Clinton","GA",1108,3034,0.365194462755438,"Donald Trump"
"15857","29075","Hillary Clinton","MO",605,3033,0.199472469502143,"Donald Trump"
"15862","29179","Hillary Clinton","MO",540,3032,0.178100263852243,"Donald Trump"
"15866","5077","Hillary Clinton","AR",1735,3020,0.574503311258278,"Hillary Clinton"
"15875","19173","Hillary Clinton","IA",755,3003,0.251415251415251,"Donald Trump"
"15885","27081","Hillary Clinton","MN",860,3002,0.286475682878081,"Donald Trump"
"15894","48357","Hillary Clinton","TX",274,2981,0.0919154646091915,"Donald Trump"
"15898","46009","Hillary Clinton","SD",704,2974,0.236718224613315,"Donald Trump"
"15902","13315","Hillary Clinton","GA",852,2973,0.286579212916246,"Donald Trump"
"15905","31035","Hillary Clinton","NE",470,2973,0.158089471913892,"Donald Trump"
"15909","31093","Hillary Clinton","NE",544,2958,0.183908045977011,"Donald Trump"
"15913","54015","Hillary Clinton","WV",566,2958,0.191345503718729,"Donald Trump"
"15918","54101","Hillary Clinton","WV",554,2955,0.187478849407783,"Donald Trump"
"15922","28021","Hillary Clinton","MS",2523,2954,0.854096140825999,"Hillary Clinton"
"15930","46115","Hillary Clinton","SD",919,2951,0.311419857675364,"Donald Trump"
"15934","48065","Hillary Clinton","TX",249,2945,0.0845500848896435,"Donald Trump"
"15938","48391","Hillary Clinton","TX",1034,2945,0.351103565365025,"Donald Trump"
"15941","22035","Hillary Clinton","LA",1838,2939,0.625382783259612,"Hillary Clinton"
"15955","46101","Hillary Clinton","SD",1042,2930,0.355631399317406,"Donald Trump"
"15960","16007","Hillary Clinton","ID",255,2928,0.0870901639344262,"Donald Trump"
"15967","47127","Hillary Clinton","TN",496,2926,0.169514695830485,"Donald Trump"
"15974","19185","Hillary Clinton","IA",719,2921,0.24614857925368,"Donald Trump"
"15984","47027","Hillary Clinton","TN",707,2919,0.24220623501199,"Donald Trump"
"15991","18115","Hillary Clinton","IN",686,2917,0.235173123071649,"Donald Trump"
"15993","46102","Hillary Clinton","SD",2504,2896,0.864640883977901,"Hillary Clinton"
"15997","13243","Hillary Clinton","GA",1597,2895,0.551640759930915,"Hillary Clinton"
"16001","31059","Hillary Clinton","NE",610,2879,0.211879124696075,"Donald Trump"
"16005","31011","Hillary Clinton","NE",414,2867,0.144401813742588,"Donald Trump"
"16009","20143","Hillary Clinton","KS",424,2866,0.147941381716678,"Donald Trump"
"16013","13173","Hillary Clinton","GA",805,2861,0.281370150297099,"Donald Trump"
"16016","21063","Hillary Clinton","KY",740,2855,0.259194395796848,"Donald Trump"
"16022","47135","Hillary Clinton","TN",597,2855,0.209106830122592,"Donald Trump"
"16029","5073","Hillary Clinton","AR",1028,2846,0.36120871398454,"Donald Trump"
"16037","29035","Hillary Clinton","MO",436,2842,0.153413089373681,"Donald Trump"
"16042","21181","Hillary Clinton","KY",787,2840,0.277112676056338,"Donald Trump"
"16048","54017","Hillary Clinton","WV",360,2826,0.127388535031847,"Donald Trump"
"16053","20123","Hillary Clinton","KS",469,2824,0.166076487252125,"Donald Trump"
"16057","17003","Hillary Clinton","IL",1262,2820,0.447517730496454,"Donald Trump"
"16061","48369","Hillary Clinton","TX",848,2818,0.300922640170334,"Donald Trump"
"16065","20073","Hillary Clinton","KS",484,2811,0.172180718605478,"Donald Trump"
"16069","51045","Hillary Clinton","VA",541,2784,0.194324712643678,"Donald Trump"
"16074","21165","Hillary Clinton","KY",700,2780,0.251798561151079,"Donald Trump"
"16080","5095","Hillary Clinton","AR",1298,2778,0.467242620590353,"Donald Trump"
"16088","30077","Hillary Clinton","MT",549,2778,0.197624190064795,"Donald Trump"
"16093","5039","Hillary Clinton","AR",1165,2769,0.420729505236548,"Donald Trump"
"16101","46057","Hillary Clinton","SD",555,2762,0.200941346850109,"Donald Trump"
"16105","16077","Hillary Clinton","ID",699,2758,0.253444525018129,"Donald Trump"
"16113","31167","Hillary Clinton","NE",417,2748,0.15174672489083,"Donald Trump"
"16117","46037","Hillary Clinton","SD",974,2747,0.354568620313069,"Donald Trump"
"16121","31051","Hillary Clinton","NE",556,2744,0.202623906705539,"Donald Trump"
"16125","27011","Hillary Clinton","MN",921,2729,0.337486258702822,"Donald Trump"
"16134","29005","Hillary Clinton","MO",541,2723,0.19867792875505,"Donald Trump"
"16139","8121","Hillary Clinton","CO",289,2708,0.10672082717873,"Donald Trump"
"16160","8109","Hillary Clinton","CO",1345,2707,0.496859992611747,"Hillary Clinton"
"16183","17175","Hillary Clinton","IL",748,2707,0.276320650166236,"Donald Trump"
"16187","40141","Hillary Clinton","OK",657,2706,0.242793791574279,"Donald Trump"
"16190","50009","Hillary Clinton","VT",1019,2706,0.376570583887657,"Donald Trump"
"16196","30073","Hillary Clinton","MT",737,2702,0.272760917838638,"Donald Trump"
"16201","13283","Hillary Clinton","GA",860,2700,0.318518518518519,"Donald Trump"
"16204","17059","Hillary Clinton","IL",656,2691,0.243775548123374,"Donald Trump"
"16208","36041","Hillary Clinton","NY",752,2688,0.279761904761905,"Donald Trump"
"16212","38049","Hillary Clinton","ND",474,2687,0.176404912541868,"Donald Trump"
"16218","19159","Hillary Clinton","IA",753,2684,0.280551415797317,"Donald Trump"
"16227","48163","Hillary Clinton","TX",1401,2683,0.522176667909057,"Hillary Clinton"
"16232","20201","Hillary Clinton","KS",378,2677,0.141202838998879,"Donald Trump"
"16236","21129","Hillary Clinton","KY",444,2667,0.166479190101237,"Donald Trump"
"16242","55037","Hillary Clinton","WI",666,2651,0.251225952470766,"Donald Trump"
"16249","30005","Hillary Clinton","MT",1187,2645,0.448771266540643,"Donald Trump"
"16254","21237","Hillary Clinton","KY",753,2635,0.285768500948767,"Donald Trump"
"16260","46123","Hillary Clinton","SD",462,2630,0.175665399239544,"Donald Trump"
"16264","20053","Hillary Clinton","KS",515,2626,0.196115765422696,"Donald Trump"
"16268","31169","Hillary Clinton","NE",490,2613,0.187523918867202,"Donald Trump"
"16272","20147","Hillary Clinton","KS",296,2611,0.113366526235159,"Donald Trump"
"16276","47137","Hillary Clinton","TN",536,2609,0.205442698351859,"Donald Trump"
"16283","13003","Hillary Clinton","GA",696,2604,0.267281105990783,"Donald Trump"
"16286","54013","Hillary Clinton","WV",456,2604,0.175115207373272,"Donald Trump"
"16291","20145","Hillary Clinton","KS",567,2602,0.217909300538048,"Donald Trump"
"16295","40033","Hillary Clinton","OK",424,2602,0.162951575710992,"Donald Trump"
"16298","21039","Hillary Clinton","KY",432,2601,0.166089965397924,"Donald Trump"
"16303","48047","Hillary Clinton","TX",1937,2596,0.746147919876733,"Hillary Clinton"
"16308","46087","Hillary Clinton","SD",623,2587,0.240819482025512,"Donald Trump"
"16312","17171","Hillary Clinton","IL",528,2583,0.204413472706156,"Donald Trump"
"16316","30015","Hillary Clinton","MT",729,2581,0.282448663308795,"Donald Trump"
"16321","26095","Hillary Clinton","MI",681,2576,0.264363354037267,"Donald Trump"
"16327","20127","Hillary Clinton","KS",586,2568,0.228193146417445,"Donald Trump"
"16331","5147","Hillary Clinton","AR",1117,2566,0.435307872174591,"Donald Trump"
"16339","31161","Hillary Clinton","NE",286,2565,0.111500974658869,"Donald Trump"
"16343","32029","Hillary Clinton","NV",752,2558,0.293979671618452,"Donald Trump"
"16349","17013","Hillary Clinton","IL",739,2556,0.289123630672926,"Donald Trump"
"16353","46077","Hillary Clinton","SD",703,2551,0.275578204625637,"Donald Trump"
"16356","22107","Hillary Clinton","LA",1329,2543,0.522611089264648,"Hillary Clinton"
"16370","13201","Hillary Clinton","GA",622,2540,0.24488188976378,"Donald Trump"
"16373","31143","Hillary Clinton","NE",411,2538,0.16193853427896,"Donald Trump"
"16377","20181","Hillary Clinton","KS",340,2537,0.134016554986204,"Donald Trump"
"16381","56017","Hillary Clinton","WY",400,2535,0.157790927021696,"Donald Trump"
"16387","54021","Hillary Clinton","WV",537,2528,0.212420886075949,"Donald Trump"
"16392","20077","Hillary Clinton","KS",388,2513,0.154397134898528,"Donald Trump"
"16396","20157","Hillary Clinton","KS",370,2484,0.148953301127214,"Donald Trump"
"16400","29211","Hillary Clinton","MO",526,2484,0.211755233494364,"Donald Trump"
"16406","49001","Hillary Clinton","UT",264,2484,0.106280193236715,"Donald Trump"
"16415","46129","Hillary Clinton","SD",457,2477,0.184497375857893,"Donald Trump"
"16419","17153","Hillary Clinton","IL",817,2473,0.330367974120501,"Donald Trump"
"16422","51678","Hillary Clinton","VA",1514,2448,0.618464052287582,"Hillary Clinton"
"16428","13065","Hillary Clinton","GA",685,2443,0.280392959476054,"Donald Trump"
"16430","35033","Hillary Clinton","NM",1533,2434,0.629827444535744,"Hillary Clinton"
"16439","47175","Hillary Clinton","TN",539,2417,0.223003723624328,"Donald Trump"
"16446","16037","Hillary Clinton","ID",427,2413,0.176958143389971,"Donald Trump"
"16454","32015","Hillary Clinton","NV",403,2413,0.167012018234563,"Donald Trump"
"16460","54105","Hillary Clinton","WV",383,2410,0.158921161825726,"Donald Trump"
"16465","30065","Hillary Clinton","MT",331,2409,0.137401411374014,"Donald Trump"
"16470","8073","Hillary Clinton","CO",399,2402,0.166111573688593,"Donald Trump"
"16492","42053","Hillary Clinton","PA",626,2398,0.261050875729775,"Donald Trump"
"16497","51530","Hillary Clinton","VA",693,2395,0.289352818371608,"Donald Trump"
"16502","40029","Hillary Clinton","OK",411,2393,0.171750940242374,"Donald Trump"
"16505","21075","Hillary Clinton","KY",774,2382,0.324937027707809,"Donald Trump"
"16511","20163","Hillary Clinton","KS",273,2378,0.114802354920101,"Donald Trump"
"16515","38021","Hillary Clinton","ND",551,2372,0.232293423271501,"Donald Trump"
"16521","51580","Hillary Clinton","VA",914,2369,0.385816800337695,"Donald Trump"
"16525","51595","Hillary Clinton","VA",1531,2367,0.646810308407267,"Hillary Clinton"
"16531","27069","Hillary Clinton","MN",823,2363,0.348286077020736,"Donald Trump"
"16540","51640","Hillary Clinton","VA",680,2363,0.287769784172662,"Donald Trump"
"16545","48411","Hillary Clinton","TX",293,2354,0.12446898895497,"Donald Trump"
"16549","38103","Hillary Clinton","ND",419,2352,0.178146258503401,"Donald Trump"
"16555","29087","Hillary Clinton","MO",346,2348,0.147359454855196,"Donald Trump"
"16560","40067","Hillary Clinton","OK",365,2345,0.155650319829424,"Donald Trump"
"16563","29171","Hillary Clinton","MO",352,2342,0.150298889837746,"Donald Trump"
"16568","17009","Hillary Clinton","IL",475,2336,0.20333904109589,"Donald Trump"
"16572","53069","Hillary Clinton","WA",824,2333,0.353193313330476,"Donald Trump"
"16579","8095","Hillary Clinton","CO",436,2332,0.18696397941681,"Donald Trump"
"16600","13301","Hillary Clinton","GA",1313,2332,0.56303602058319,"Hillary Clinton"
"16604","38073","Hillary Clinton","ND",836,2317,0.360811394044022,"Donald Trump"
"16610","31065","Hillary Clinton","NE",304,2315,0.131317494600432,"Donald Trump"
"16614","20067","Hillary Clinton","KS",427,2311,0.184768498485504,"Donald Trump"
"16618","48483","Hillary Clinton","TX",194,2306,0.0841283607979185,"Donald Trump"
"16622","48501","Hillary Clinton","TX",426,2299,0.185297955632884,"Donald Trump"
"16626","49017","Hillary Clinton","UT",352,2294,0.153443766346992,"Donald Trump"
"16636","46015","Hillary Clinton","SD",571,2288,0.249562937062937,"Donald Trump"
"16640","48119","Hillary Clinton","TX",400,2279,0.175515577007459,"Donald Trump"
"16644","37095","Hillary Clinton","NC",956,2273,0.420589529256489,"Donald Trump"
"16647","5013","Hillary Clinton","AR",636,2264,0.280918727915194,"Donald Trump"
"16655","40003","Hillary Clinton","OK",216,2256,0.0957446808510638,"Donald Trump"
"16658","40043","Hillary Clinton","OK",222,2246,0.0988423864648264,"Donald Trump"
"16661","51017","Hillary Clinton","VA",603,2243,0.268836379848417,"Donald Trump"
"16666","48333","Hillary Clinton","TX",242,2238,0.108132260947274,"Donald Trump"
"16670","40007","Hillary Clinton","OK",176,2237,0.0786767992847564,"Donald Trump"
"16673","27077","Hillary Clinton","MN",553,2230,0.247982062780269,"Donald Trump"
"16682","47067","Hillary Clinton","TN",322,2229,0.144459398833558,"Donald Trump"
"16689","20007","Hillary Clinton","KS",281,2209,0.127206880941603,"Donald Trump"
"16692","48377","Hillary Clinton","TX",1458,2203,0.66182478438493,"Hillary Clinton"
"16697","40053","Hillary Clinton","OK",287,2200,0.130454545454545,"Donald Trump"
"16700","38025","Hillary Clinton","ND",356,2199,0.161891768985903,"Donald Trump"
"16706","20137","Hillary Clinton","KS",277,2190,0.12648401826484,"Donald Trump"
"16710","48335","Hillary Clinton","TX",353,2190,0.161187214611872,"Donald Trump"
"16714","48437","Hillary Clinton","TX",462,2190,0.210958904109589,"Donald Trump"
"16718","16003","Hillary Clinton","ID",415,2183,0.190105359596885,"Donald Trump"
"16726","31175","Hillary Clinton","NE",337,2172,0.155156537753223,"Donald Trump"
"16730","31123","Hillary Clinton","NE",282,2166,0.130193905817175,"Donald Trump"
"16734","20171","Hillary Clinton","KS",232,2159,0.107457156090783,"Donald Trump"
"16738","21105","Hillary Clinton","KY",449,2157,0.208159480760315,"Donald Trump"
"16744","31129","Hillary Clinton","NE",348,2153,0.161634928007431,"Donald Trump"
"16748","30071","Hillary Clinton","MT",315,2149,0.146579804560261,"Donald Trump"
"16753","17069","Hillary Clinton","IL",419,2133,0.196436943272386,"Donald Trump"
"16757","17151","Hillary Clinton","IL",374,2132,0.175422138836773,"Donald Trump"
"16761","32017","Hillary Clinton","NV",285,2132,0.133677298311445,"Donald Trump"
"16766","46121","Hillary Clinton","SD",1505,2125,0.708235294117647,"Hillary Clinton"
"16770","48247","Hillary Clinton","TX",1635,2119,0.771590372817367,"Hillary Clinton"
"16775","38045","Hillary Clinton","ND",500,2115,0.236406619385343,"Donald Trump"
"16781","8009","Hillary Clinton","CO",278,2107,0.131941148552444,"Donald Trump"
"16803","13309","Hillary Clinton","GA",646,2102,0.30732635585157,"Donald Trump"
"16806","46053","Hillary Clinton","SD",391,2091,0.186991869918699,"Donald Trump"
"16810","48075","Hillary Clinton","TX",253,2084,0.121401151631478,"Donald Trump"
"16814","19003","Hillary Clinton","IA",565,2082,0.271373679154659,"Donald Trump"
"16824","30097","Hillary Clinton","MT",398,2080,0.191346153846154,"Donald Trump"
"16829","46039","Hillary Clinton","SD",570,2080,0.274038461538462,"Donald Trump"
"16833","27087","Hillary Clinton","MN",930,2074,0.448408871745419,"Donald Trump"
"16843","16071","Hillary Clinton","ID",184,2068,0.0889748549323017,"Donald Trump"
"16849","13259","Hillary Clinton","GA",1220,2053,0.594252313687287,"Hillary Clinton"
"16853","48319","Hillary Clinton","TX",353,2053,0.171943497320994,"Donald Trump"
"16857","31097","Hillary Clinton","NE",560,2051,0.273037542662116,"Donald Trump"
"16860","48283","Hillary Clinton","TX",1125,2049,0.54904831625183,"Hillary Clinton"
"16865","35003","Hillary Clinton","NM",426,2035,0.209336609336609,"Donald Trump"
"16873","31173","Hillary Clinton","NE",911,2029,0.448989650073928,"Donald Trump"
"16877","30101","Hillary Clinton","MT",399,2024,0.197134387351779,"Donald Trump"
"16882","42023","Hillary Clinton","PA",469,2024,0.231719367588933,"Donald Trump"
"16886","13037","Hillary Clinton","GA",1178,2023,0.58230350963915,"Hillary Clinton"
"16890","38069","Hillary Clinton","ND",431,2020,0.213366336633663,"Donald Trump"
"16896","20183","Hillary Clinton","KS",295,2014,0.146474677259186,"Donald Trump"
"16900","20069","Hillary Clinton","KS",257,2011,0.127797115862755,"Donald Trump"
